# EIG2DOS: Utility for SIESTA to obtain the electronic density of states
#  E. Artacho, Apr 1999, A. Garcia, Apr 2012
#  Nick R. Papior, Feb 2017
# ------------------------------------------
# Eigenvalues calculated from a spin-polarized calculation
# Eigenvalues read from hea.EIG
# Kpoint weights read from hea.KP
# Using smearing parameter:   0.0500
# Using 200 points in the energy range
# Selected bands: 1 to: 200
# Emin, Emax in file for selected band(s):   -110.1164340    225.4554900
# Nbands, Nspin, Nk   =    200     2    22
# E_F                 =    -6.4605 eV --> (shifted to ZERO)
# Broadening          =     0.0500 eV
#
#        E            N(up)        N(down)         Ntot
   -110.416434      0.000000      0.000000      0.000000
   -108.727128      0.000000      0.000000      0.000000
   -107.037822      0.000000      0.000000      0.000000
   -105.348516      0.000000      0.000000      0.000000
   -103.659209     20.479438      0.000000     20.479438
   -101.969903      0.000000      0.000000      0.000000
   -100.280597      0.000000      0.000000      0.000000
    -98.591291      0.000000      0.000000      0.000000
    -96.901985      0.000000      0.000000      0.000000
    -95.212679      0.000000      0.000000      0.000000
    -93.523372      0.000000      0.000000      0.000000
    -91.834066      0.000000      0.000000      0.000000
    -90.144760      0.000000      0.000000      0.000000
    -88.455454      0.000000      0.000000      0.000000
    -86.766148      0.000000      0.000000      0.000000
    -85.076842      0.000000      0.000000      0.000000
    -83.387536      0.000000      0.000000      0.000000
    -81.698229      0.000000      0.000000      0.000000
    -80.008923      8.511467      0.000000      8.511467
    -78.319617      0.000000      0.000000      0.000000
    -76.630311      0.000000      0.000000      0.000000
    -74.941005      0.000000      0.000000      0.000000
    -73.251699      0.000000      0.000000      0.000000
    -71.562393      0.000000      0.000000      0.000000
    -69.873086      0.000000      0.000000      0.000000
    -68.183780      0.000000      0.000000      0.000000
    -66.494474      0.000000      0.000000      0.000000
    -64.805168      0.000000      0.000000      0.000000
    -63.115862      0.000000     67.702464     67.702464
    -61.426556      0.000000      0.000000      0.000000
    -59.737249      0.000000      0.000000      0.000000
    -58.047943      0.000000      0.000000      0.000000
    -56.358637      0.000000      0.000000      0.000000
    -54.669331      0.000000      0.000000      0.000000
    -52.980025      0.000000      0.000000      0.000000
    -51.290719      0.000000      0.000000      0.000000
    -49.601413      0.000000      0.000000      0.000000
    -47.912106      0.000000      0.000000      0.000000
    -46.222800      0.000000      2.915954      2.915954
    -44.533494      0.000000      0.000000      0.000000
    -42.844188      0.000000      0.000000      0.000000
    -41.154882      0.000000      0.000000      0.000000
    -39.465576      0.000000      0.000000      0.000000
    -37.776270      0.000000      0.000000      0.000000
    -36.086963      0.000000      0.000000      0.000000
    -34.397657      0.000000      0.000000      0.000000
    -32.708351      0.000000      0.000000      0.000000
    -31.019045      0.000000      0.000000      0.000000
    -29.329739      0.000000      0.000000      0.000000
    -27.640433      0.000000      0.000000      0.000000
    -25.951126      0.000000      0.000000      0.000000
    -24.261820      0.000000      0.000000      0.000000
    -22.572514      0.000000      0.000000      0.000000
    -20.883208      0.000000      0.000000      0.000000
    -19.193902      0.000000      0.000000      0.000000
    -17.504596      0.000000      0.000000      0.000000
    -15.815290      0.000000      0.000000      0.000000
    -14.125983      0.000000      0.000000      0.000000
    -12.436677      0.000000      0.000000      0.000000
    -10.747371      0.000000      0.000000      0.000000
     -9.058065      0.000000      0.000000      0.000000
     -7.368759      0.011956      0.004183      0.016138
     -5.679453      2.393386      0.880676      3.274062
     -3.990147     10.942370      3.486063     14.428434
     -2.300840     14.941466      6.222330     21.163796
     -0.611534     11.751391     10.332624     22.084014
      1.077772      2.283666      0.104721      2.388387
      2.767078      0.000000      0.811377      0.811377
      4.456384      0.593637      0.005378      0.599015
      6.145690      0.000001      0.000576      0.000577
      7.834997      1.171226      2.144426      3.315653
      9.524303      0.495655      0.507072      1.002728
     11.213609      0.646579      1.204874      1.851453
     12.902915      2.166669      0.724916      2.891585
     14.592221      1.951686      2.277936      4.229622
     16.281527      0.066423      0.239573      0.305996
     17.970833      0.907422      0.660195      1.567617
     19.660140      1.260411      0.075881      1.336292
     21.349446      0.414943      0.293632      0.708575
     23.038752      0.010181      0.774235      0.784416
     24.728058      2.096144      0.961937      3.058081
     26.417364      1.066944      1.396509      2.463453
     28.106670      1.822209      0.270064      2.092272
     29.795977      1.625844      0.862598      2.488442
     31.485283      2.748509      0.884430      3.632939
     33.174589      0.639547      1.034688      1.674235
     34.863895      2.139826      3.713762      5.853588
     36.553201      1.348224      1.204196      2.552419
     38.242507      0.480540      0.033461      0.514002
     39.931813      0.199121      1.006085      1.205206
     41.621120      1.028871      2.509256      3.538127
     43.310426      0.486670      5.588212      6.074882
     44.999732      0.865827      0.000000      0.865827
     46.689038      1.160531      0.907688      2.068219
     48.378344      0.001441      0.055824      0.057265
     50.067650      0.033570      0.254938      0.288509
     51.756956      0.233902      0.248194      0.482096
     53.446263      1.304335      0.872722      2.177057
     55.135569      0.624866      0.011682      0.636548
     56.824875      0.171299      0.847043      1.018342
     58.514181      0.000020      0.056601      0.056621
     60.203487      1.647465      1.497886      3.145351
     61.892793      0.691565      0.000000      0.691565
     63.582100      0.223097      0.597227      0.820324
     65.271406      3.715600      0.491382      4.206982
     66.960712      0.108851      0.474346      0.583198
     68.650018      3.429459      1.570917      5.000376
     70.339324      3.175258      2.254928      5.430186
     72.028630      0.565569      0.742345      1.307915
     73.717936      1.648878      1.536513      3.185391
     75.407243      0.045619      0.079066      0.124684
     77.096549      0.704870      0.001727      0.706597
     78.785855      1.093609      1.524566      2.618175
     80.475161      0.165816      0.095391      0.261207
     82.164467      0.704135      0.171634      0.875769
     83.853773      0.012970      0.000004      0.012974
     85.543079      0.000000      0.000000      0.000000
     87.232386      1.899110      0.034369      1.933479
     88.921692      0.007977      0.000000      0.007977
     90.610998      0.263857      2.574796      2.838653
     92.300304      0.000019      1.229448      1.229467
     93.989610      0.305502      0.868389      1.173892
     95.678916      1.280262      3.790737      5.070999
     97.368223      3.889133      2.745671      6.634803
     99.057529      0.878514      0.003856      0.882370
    100.746835      1.044903      1.984840      3.029743
    102.436141      2.126409      1.702089      3.828498
    104.125447      0.581088      0.316187      0.897275
    105.814753      0.000000      0.000000      0.000000
    107.504059      1.216480      0.000003      1.216483
    109.193366      0.004266      0.450631      0.454897
    110.882672      0.002351      0.000073      0.002424
    112.571978      1.370243      0.230648      1.600890
    114.261284      0.000000      0.000000      0.000000
    115.950590      0.303931      0.734424      1.038355
    117.639896      1.916995      0.261979      2.178974
    119.329203      0.313459      0.000019      0.313478
    121.018509      0.000000      0.000000      0.000000
    122.707815      2.579118      0.111646      2.690764
    124.397121      0.014995      0.000024      0.015019
    126.086427      0.006128      0.012275      0.018403
    127.775733      0.000000      0.000000      0.000000
    129.465039      0.000000      0.000000      0.000000
    131.154346      1.033613      1.177550      2.211162
    132.843652      0.000000      0.000000      0.000000
    134.532958      0.000000      0.000000      0.000000
    136.222264      0.000002      0.003096      0.003098
