# EIG2DOS: Utility for SIESTA to obtain the electronic density of states
#  E. Artacho, Apr 1999, A. Garcia, Apr 2012
#  Nick R. Papior, Feb 2017
# ------------------------------------------
# Eigenvalues calculated from a spin-polarized calculation
# Eigenvalues read from hea.EIG
# Kpoint weights read from hea.KP
# Using smearing parameter:   0.0500
# Using 200 points in the energy range
# Selected bands: 1 to: 97
# Emin, Emax in file for selected band(s):   -109.8516770    201.2057280
# Nbands, Nspin, Nk   =     97     2    44
# E_F                 =    -6.5323 eV --> (shifted to ZERO)
# Broadening          =     0.0500 eV
#
#        E            N(up)        N(down)         Ntot
   -110.151677      0.000000      0.000000      0.000000
   -108.585559      0.000000      0.000000      0.000000
   -107.019442      0.000000      0.000000      0.000000
   -105.453324      0.000000      0.000000      0.000000
   -103.887207      0.000000      0.000000      0.000000
   -102.321089      0.000000      0.000000      0.000000
   -100.754971      0.000000      0.000000      0.000000
    -99.188854      0.000000      0.000000      0.000000
    -97.622736      0.000000      0.000000      0.000000
    -96.056618      0.000000      0.000000      0.000000
    -94.490501      0.000000      0.000000      0.000000
    -92.924383      0.000000      0.000000      0.000000
    -91.358266      0.000000      0.000000      0.000000
    -89.792148      0.000000      0.000000      0.000000
    -88.226030      0.000000      0.000000      0.000000
    -86.659913      0.000000      0.000000      0.000000
    -85.093795      0.000000      0.000000      0.000000
    -83.527678      0.000000      0.000000      0.000000
    -81.961560      0.000000      0.000000      0.000000
    -80.395442      0.000000      0.832945      0.832945
    -78.829325      0.000000      0.000000      0.000000
    -77.263207      0.000418      0.000000      0.000418
    -75.697090      0.000000      0.000000      0.000000
    -74.130972      0.000000      0.000000      0.000000
    -72.564854      0.000000      0.000000      0.000000
    -70.998737      0.000000      0.000000      0.000000
    -69.432619      0.000000      0.000000      0.000000
    -67.866501      0.000000      0.000000      0.000000
    -66.300384      0.000000      0.000000      0.000000
    -64.734266      0.000000      0.000000      0.000000
    -63.168149     18.022651      0.000000     18.022651
    -61.602031      0.000000      0.000000      0.000000
    -60.035913      0.000000      0.000000      0.000000
    -58.469796      0.000000      0.000000      0.000000
    -56.903678      0.000000      0.000000      0.000000
    -55.337561      0.000000      0.000000      0.000000
    -53.771443      0.000000      0.000000      0.000000
    -52.205325      0.000000      0.000000      0.000000
    -50.639208      0.000000      0.000000      0.000000
    -49.073090      0.000000      4.254835      4.254835
    -47.506972      0.000000      0.000000      0.000000
    -45.940855      0.110575      0.000000      0.110575
    -44.374737      0.000000      0.000000      0.000000
    -42.808620      0.000000      0.000000      0.000000
    -41.242502      0.000000      0.000000      0.000000
    -39.676384      0.000000      0.000000      0.000000
    -38.110267      0.000000      0.000000      0.000000
    -36.544149      0.000000      0.000000      0.000000
    -34.978032      0.000000      0.000000      0.000000
    -33.411914      0.000000      0.000000      0.000000
    -31.845796      0.000000      0.000000      0.000000
    -30.279679      0.000000      0.000000      0.000000
    -28.713561      0.000000      0.000000      0.000000
    -27.147444      0.000000      0.000000      0.000000
    -25.581326      0.000000      0.000000      0.000000
    -24.015208      0.000000      0.000000      0.000000
    -22.449091      0.000000      0.000000      0.000000
    -20.882973      0.000000      0.000000      0.000000
    -19.316855      0.000000      0.000000      0.000000
    -17.750738      0.000000      0.000000      0.000000
    -16.184620      0.000000      0.000000      0.000000
    -14.618503      1.820417      1.914496      3.734912
    -13.052385      0.000000      0.000000      0.000000
    -11.486267      0.000000      0.000000      0.000000
     -9.920150      0.618739      0.142994      0.761733
     -8.354032      0.369843      0.236071      0.605913
     -6.787915      0.926743      0.556329      1.483072
     -5.221797      0.472313      0.507898      0.980211
     -3.655679      0.706213      3.161963      3.868176
     -2.089562      1.797640      2.550023      4.347663
     -0.523444      1.065281      3.211582      4.276863
      1.042674      0.741385      0.521859      1.263244
      2.608791      2.021187      2.439296      4.460483
      4.174909      0.542224      0.506214      1.048438
      5.741026      0.706458      0.140976      0.847434
      7.307144      1.510122      1.226778      2.736900
      8.873262      1.104395      0.586582      1.690977
     10.439379      0.602862      1.669304      2.272166
     12.005497      1.630317      0.328417      1.958733
     13.571614      1.668939      0.054492      1.723431
     15.137732      0.708928      1.571092      2.280020
     16.703850      1.500322      0.414455      1.914777
     18.269967      1.904967      0.779200      2.684166
     19.836085      2.651772      0.074077      2.725849
     21.402202      0.309145      0.166592      0.475737
     22.968320      1.102952      0.784431      1.887384
     24.534438      0.717439      0.119486      0.836926
     26.100555      0.877549      0.042868      0.920417
     27.666673      0.957301      0.161847      1.119149
     29.232791      0.022749      1.527125      1.549875
     30.798908      0.881504      0.397981      1.279485
     32.365026      0.795529      0.349373      1.144902
     33.931143      0.082329      0.147226      0.229555
     35.497261      0.645677      0.308249      0.953925
     37.063379      0.757438      0.042842      0.800280
     38.629496      0.305516      1.422671      1.728187
     40.195614      0.481823      0.000011      0.481834
     41.761731      0.155494      0.546070      0.701564
     43.327849      0.089587      0.085597      0.175183
     44.893967      0.178385      0.263184      0.441570
     46.460084      0.386952      0.386365      0.773317
     48.026202      0.000728      0.534542      0.535270
     49.592320      0.041153      1.232616      1.273769
     51.158437      0.003332      0.547872      0.551204
     52.724555      0.785796      0.028098      0.813894
     54.290672      0.561873      0.949256      1.511129
     55.856790      0.227122      0.709632      0.936754
     57.422908      0.729880      0.303502      1.033382
     58.989025      0.226417      0.165841      0.392258
     60.555143      0.002265      0.002194      0.004459
     62.121260      0.416127      1.643478      2.059605
     63.687378      0.015782      1.030304      1.046087
     65.253496      0.623774      0.000014      0.623788
     66.819613      0.069676      0.178511      0.248187
     68.385731      0.569140      0.000123      0.569263
     69.951849      0.364108      0.418873      0.782982
     71.517966      0.797166      0.110140      0.907306
     73.084084      0.090569      0.115296      0.205865
     74.650201      0.628764      0.188923      0.817687
     76.216319      0.357356      0.020579      0.377935
     77.782437      0.481756      1.133639      1.615395
     79.348554      0.712432      0.428559      1.140992
     80.914672      0.455422      0.567598      1.023020
     82.480789      0.001216      0.000505      0.001720
     84.046907      0.376377      0.089718      0.466095
     85.613025      0.004129      0.333240      0.337369
     87.179142      1.203908      0.561401      1.765309
     88.745260      0.273980      0.575453      0.849433
     90.311377      0.294549      1.241909      1.536458
     91.877495      0.331332      0.273656      0.604988
     93.443613      0.984949      1.495420      2.480369
     95.009730      0.005129      0.701361      0.706490
     96.575848      0.005077      0.015033      0.020111
     98.141966      0.006333      1.052747      1.059081
     99.708083      1.150676      0.271842      1.422518
    101.274201      0.001260      0.624947      0.626206
    102.840318      0.157122      0.046994      0.204117
    104.406436      0.170707      0.265455      0.436162
    105.972554      0.992494      0.509887      1.502381
    107.538671      0.001591      0.626513      0.628103
    109.104789      0.000000      0.000000      0.000000
    110.670906      0.021158      0.005505      0.026662
    112.237024      0.301803      0.000003      0.301806
    113.803142      1.142581      0.000164      1.142745
    115.369259      0.000001      0.138588      0.138589
    116.935377      0.000000      0.022170      0.022170
    118.501495      0.843221      0.059484      0.902705
    120.067612      0.000001      0.004198      0.004199
    121.633730      0.002031      0.126868      0.128899
    123.199847      0.016838      0.010709      0.027547
    124.765965      0.292471      1.211262      1.503733
    126.332083      0.000007      0.004970      0.004977
    127.898200      0.050677      0.000000      0.050677
    129.464318      0.000000      0.000000      0.000000
    131.030435      0.000950      0.000655      0.001605
    132.596553      0.000000      0.000081      0.000081
    134.162671      0.662359      0.519655      1.182014
    135.728788      0.356901      1.164035      1.520937
    137.294906      0.000005      0.000000      0.000005
    138.861023      0.150250      0.211525      0.361775
    140.427141      0.039106      0.029819      0.068925
    141.993259      0.000000      0.000000      0.000000
    143.559376      0.000000      0.000000      0.000000
    145.125494      0.000000      0.102415      0.102415
    146.691612      0.000000      0.000000      0.000000
    148.257729      0.193110      0.000000      0.193110
    149.823847      0.000000      0.000000      0.000000
    151.389964      0.000000      0.000000      0.000000
    152.956082      0.778869      0.003544      0.782413
    154.522200      0.302258      0.000018      0.302275
    156.088317      0.000000      0.000000      0.000000
    157.654435      0.237099      0.000000      0.237099
    159.220552      0.000000      0.000052      0.000052
    160.786670      0.000000      0.063661      0.063661
    162.352788      0.010382      0.000000      0.010382
    163.918905      0.000000      0.071239      0.071239
    165.485023      0.000000      0.000000      0.000000
    167.051141      0.000306      0.000000      0.000306
    168.617258      0.000000      0.000000      0.000000
    170.183376      0.000000      0.000000      0.000000
    171.749493      0.000000      0.000000      0.000000
    173.315611      0.000000      0.000000      0.000000
    174.881729      0.000000      0.000320      0.000320
    176.447846      0.000000      0.000000      0.000000
    178.013964      0.577911      0.000000      0.577911
    179.580081      0.000000      0.000000      0.000000
    181.146199      0.000000      0.027496      0.027496
    182.712317      0.000000      0.000000      0.000000
    184.278434      0.298544      0.000000      0.298544
    185.844552      0.000000      0.000000      0.000000
