# EIG2DOS: Utility for SIESTA to obtain the electronic density of states
#  E. Artacho, Apr 1999, A. Garcia, Apr 2012
#  Nick R. Papior, Feb 2017
# ------------------------------------------
# Eigenvalues calculated from a spin-polarized calculation
# Eigenvalues read from hea.EIG
# Kpoint weights read from hea.KP
# Using smearing parameter:   0.0500
# Using 200 points in the energy range
# Selected bands: 1 to: 147
# Emin, Emax in file for selected band(s):    -87.3610214    227.9315900
# Nbands, Nspin, Nk   =    147     2    31
# E_F                 =    -7.4448 eV --> (shifted to ZERO)
# Broadening          =     0.0500 eV
#
#        E            N(up)        N(down)         Ntot
    -87.661021      0.000000      0.000000      0.000000
    -86.073621      0.000000      0.000000      0.000000
    -84.486221      0.000000      0.000000      0.000000
    -82.898821      0.000000      0.000000      0.000000
    -81.311421      0.000000      0.000000      0.000000
    -79.724021      1.952126      0.000376      1.952502
    -78.136621      0.000000      0.000000      0.000000
    -76.549221      0.000000      0.000000      0.000000
    -74.961821      0.000000      0.000000      0.000000
    -73.374421      0.000000      0.000000      0.000000
    -71.787021      0.000000      0.000000      0.000000
    -70.199621      0.000000      0.000000      0.000000
    -68.612221      0.000000      0.000000      0.000000
    -67.024821      0.000000      0.000000      0.000000
    -65.437421      0.000000      0.000000      0.000000
    -63.850021      0.000000      0.000000      0.000000
    -62.262620      0.000000      0.000000      0.000000
    -60.675220      0.000000      0.000000      0.000000
    -59.087820      0.000000      0.000000      0.000000
    -57.500420      0.000000      0.000000      0.000000
    -55.913020      0.000000      0.000000      0.000000
    -54.325620      0.000000      0.000000      0.000000
    -52.738220      0.000000      0.000000      0.000000
    -51.150820      0.000000      0.000000      0.000000
    -49.563420      0.000000      0.000000      0.000000
    -47.976020     12.554365      0.745765     13.300130
    -46.388620      1.966461      0.000000      1.966461
    -44.801220      0.000000      0.000000      0.000000
    -43.213820      0.000000      0.000000      0.000000
    -41.626420      0.000000      0.000000      0.000000
    -40.039020      0.000000      0.000000      0.000000
    -38.451620      0.000000      0.000000      0.000000
    -36.864220      0.000000      0.000000      0.000000
    -35.276820      0.000000      0.000000      0.000000
    -33.689419      0.000000      0.000000      0.000000
    -32.102019      0.000000      0.000000      0.000000
    -30.514619      0.000000      0.000000      0.000000
    -28.927219      0.000000      0.000000      0.000000
    -27.339819      0.000000      0.000000      0.000000
    -25.752419      0.000000      0.000000      0.000000
    -24.165019      0.000000      0.000000      0.000000
    -22.577619      0.000000      0.000000      0.000000
    -20.990219      0.000000      0.000000      0.000000
    -19.402819      0.000000      0.000000      0.000000
    -17.815419      0.000000      0.000000      0.000000
    -16.228019      0.000000      0.000000      0.000000
    -14.640619     18.097800     18.850810     36.948610
    -13.053219      0.000000      0.000000      0.000000
    -11.465819      0.000000      0.000000      0.000000
     -9.878419      0.003121      0.000104      0.003224
     -8.291019      0.493753      0.588011      1.081764
     -6.703618      0.000090      0.000313      0.000404
     -5.116218      0.466784      0.653704      1.120488
     -3.528818      2.268376      3.216969      5.485345
     -1.941418      2.707024      3.584671      6.291695
     -0.354018      2.682411      4.321229      7.003640
      1.233382      5.179960      4.683982      9.863943
      2.820782      0.711312      1.164528      1.875840
      4.408182      0.111283      0.000001      0.111283
      5.995582      0.121832      0.133515      0.255348
      7.582982      1.267515      0.077535      1.345050
      9.170382      0.336510      0.765469      1.101979
     10.757782      0.600389      0.594096      1.194485
     12.345182      1.531285      0.113228      1.644513
     13.932582      2.187586      0.746569      2.934154
     15.519982      1.447449      1.555800      3.003248
     17.107382      2.102933      1.340369      3.443302
     18.694782      0.578520      0.263536      0.842056
     20.282182      0.378722      1.252052      1.630774
     21.869583      0.610061      2.093426      2.703487
     23.456983      3.128750      2.025338      5.154088
     25.044383      1.569583      1.544446      3.114029
     26.631783      2.596492      1.591914      4.188406
     28.219183      1.708799      1.438858      3.147657
     29.806583      1.311047      0.709154      2.020201
     31.393983      0.984018      0.793455      1.777473
     32.981383      1.057768      1.714564      2.772332
     34.568783      0.000671      0.000886      0.001557
     36.156183      0.672525      0.796823      1.469348
     37.743583      0.875396      0.802298      1.677695
     39.330983      0.041250      0.782183      0.823433
     40.918383      0.149262      0.091523      0.240785
     42.505783      0.235464      0.493894      0.729358
     44.093183      1.532977      1.499213      3.032191
     45.680583      1.188754      1.588326      2.777079
     47.267983      0.481329      0.838660      1.319988
     48.855384      2.677103      0.927531      3.604634
     50.442784      0.640762      0.207635      0.848396
     52.030184      0.866599      1.900217      2.766816
     53.617584      0.801279      0.838312      1.639590
     55.204984      0.274873      0.105107      0.379980
     56.792384      0.114416      0.445093      0.559509
     58.379784      0.631437      0.329559      0.960996
     59.967184      1.337334      1.759919      3.097253
     61.554584      0.412293      0.002883      0.415176
     63.141984      0.459439      0.255023      0.714462
     64.729384      0.132868      1.325047      1.457915
     66.316784      2.230266      1.191811      3.422077
     67.904184      0.527154      0.020101      0.547255
     69.491584      1.116126      0.690318      1.806445
     71.078984      0.079045      0.059816      0.138861
     72.666384      0.688072      0.328200      1.016272
     74.253784      0.524204      0.061765      0.585970
     75.841185      0.782554      0.873355      1.655909
     77.428585      1.033141      1.976685      3.009827
     79.015985      0.218761      0.327129      0.545890
     80.603385      0.979211      1.233328      2.212539
     82.190785      0.791648      1.740009      2.531657
     83.778185      0.004164      0.002371      0.006535
     85.365585      1.988073      1.551544      3.539617
     86.952985      1.992996      0.912710      2.905706
     88.540385      0.000502      0.138045      0.138546
     90.127785      0.402124      0.188546      0.590669
     91.715185      0.771419      0.835165      1.606584
     93.302585      0.745986      1.703724      2.449710
     94.889985      0.000052      0.000031      0.000083
     96.477385      0.103747      0.476381      0.580128
     98.064785      0.384294      1.018893      1.403187
     99.652185      0.587122      0.147823      0.734945
    101.239585      1.444938      1.081257      2.526194
    102.826985      0.000001      0.000009      0.000011
    104.414386      0.003405      0.000870      0.004275
    106.001786      0.000673      0.138462      0.139136
    107.589186      0.269438      0.002839      0.272276
    109.176586      0.020054      0.614128      0.634182
    110.763986      0.418483      0.395839      0.814322
    112.351386      1.074965      0.336574      1.411540
    113.938786      0.173720      0.445909      0.619629
    115.526186      0.000002      0.001611      0.001613
    117.113586      0.001715      0.500181      0.501896
    118.700986      0.784864      0.621172      1.406036
    120.288386      0.087605      0.192140      0.279745
    121.875786      0.019581      0.001363      0.020944
    123.463186      0.004760      0.129787      0.134547
    125.050586      0.000092      0.226950      0.227042
    126.637986      0.019827      0.233978      0.253805
    128.225386      0.550776      0.649555      1.200331
    129.812786      0.047538      0.006180      0.053718
    131.400187      0.011441      0.093697      0.105137
    132.987587      0.334458      0.174218      0.508675
    134.574987      0.000001      0.000014      0.000015
    136.162387      1.296398      0.658744      1.955142
    137.749787      0.000005      0.000039      0.000044
    139.337187      0.000075      0.003216      0.003291
    140.924587      0.000000      0.000000      0.000000
    142.511987      0.005009      0.008202      0.013211
    144.099387      0.000085      0.000000      0.000085
    145.686787      0.000000      0.000000      0.000000
    147.274187      0.000000      0.000000      0.000000
    148.861587      0.857295      0.000000      0.857295
    150.448987      0.051913      0.000000      0.051913
    152.036387      0.000000      0.000000      0.000000
    153.623787      0.000000      0.000000      0.000000
    155.211187      0.000000      0.000000      0.000000
    156.798587      0.000000      0.000000      0.000000
    158.385987      0.071791      0.044683      0.116473
    159.973388      0.000000      0.000000      0.000000
    161.560788      0.000000      0.000000      0.000000
    163.148188      0.124061      0.000000      0.124061
    164.735588      0.569329      0.000376      0.569705
    166.322988      0.519068      0.000000      0.519068
    167.910388      0.000065      0.000000      0.000065
    169.497788      0.078753      0.000000      0.078753
    171.085188      0.000000      0.174176      0.174176
    172.672588      0.000000      0.000000      0.000000
    174.259988      0.003659      0.000235      0.003893
    175.847388      0.000008      0.147907      0.147915
    177.434788      0.000291      0.019808      0.020099
    179.022188      0.000000      0.259979      0.259979
    180.609588      0.143892      0.000000      0.143892
    182.196988      0.105321      0.946082      1.051403
    183.784388      0.296777      0.000000      0.296777
    185.371788      0.000000      0.000000      0.000000
    186.959189      0.000000      0.000000      0.000000
    188.546589      0.000000      0.000000      0.000000
    190.133989      0.000000      0.000114      0.000114
    191.721389      0.000000      0.000001      0.000001
    193.308789      0.013285      0.000000      0.013285
    194.896189      0.240200      0.000000      0.240200
    196.483589      0.000000      0.445072      0.445072
    198.070989      0.000000      0.000000      0.000000
    199.658389      0.000000      0.000000      0.000000
    201.245789      0.164339      0.000000      0.164339
    202.833189      0.000000      0.000000      0.000000
    204.420589      0.000000      0.054465      0.054465
    206.007989      0.000043      0.005495      0.005538
    207.595389      0.000000      0.000000      0.000000
    209.182789      0.000000      0.000486      0.000486
    210.770189      0.000000      0.000000      0.000000
    212.357589      0.000851      0.008438      0.009289
    213.944989      0.000000      0.000000      0.000000
    215.532390      0.000000      0.000000      0.000000
    217.119790      0.000056      0.000126      0.000182
    218.707190      0.000000      0.000000      0.000000
    220.294590      0.000001      0.000002      0.000002
    221.881990      0.257039      0.000011      0.257050
    223.469390      0.106889      0.000000      0.106889
    225.056790      0.019386      0.000000      0.019386
    226.644190      0.000000      0.000000      0.000000
    228.231590      0.000000      0.000000      0.000000
