# EIG2DOS: Utility for SIESTA to obtain the electronic density of states
#  E. Artacho, Apr 1999, A. Garcia, Apr 2012
#  Nick R. Papior, Feb 2017
# ------------------------------------------
# Eigenvalues calculated from a spin-polarized calculation
# Eigenvalues read from hea.EIG
# Kpoint weights read from hea.KP
# Using smearing parameter:   0.0500
# Using 200 points in the energy range
# Selected bands: 1 to: 50
# Emin, Emax in file for selected band(s):    -87.0048053    242.1990360
# Nbands, Nspin, Nk   =     50     2    89
# E_F                 =    -7.7265 eV --> (shifted to ZERO)
# Broadening          =     0.0500 eV
#
#        E            N(up)        N(down)         Ntot
    -87.304805      0.000000      0.000000      0.000000
    -85.647500      0.000000      0.000000      0.000000
    -83.990194      0.000000      0.000000      0.000000
    -82.332888      0.000000      0.000000      0.000000
    -80.675582      0.000000      0.000000      0.000000
    -79.018277      6.910120      6.935387     13.845507
    -77.360971      0.000000      0.000000      0.000000
    -75.703665      0.000000      0.000000      0.000000
    -74.046359      0.000000      0.000000      0.000000
    -72.389054      0.000000      0.000000      0.000000
    -70.731748      0.000000      0.000000      0.000000
    -69.074442      0.000000      0.000000      0.000000
    -67.417136      0.000000      0.000000      0.000000
    -65.759831      0.000000      0.000000      0.000000
    -64.102525      0.000000      0.000000      0.000000
    -62.445219      0.000000      0.000000      0.000000
    -60.787914      0.000000      0.000000      0.000000
    -59.130608      0.000000      0.000000      0.000000
    -57.473302      0.000000      0.000000      0.000000
    -55.815996      0.000000      0.000000      0.000000
    -54.158691      0.000000      0.000000      0.000000
    -52.501385      0.000000      0.000000      0.000000
    -50.844079      0.000000      0.000000      0.000000
    -49.186773      0.000000      0.000000      0.000000
    -47.529468      2.538226      2.546847      5.085073
    -45.872162      0.000000      0.000000      0.000000
    -44.214856      0.000000      0.000000      0.000000
    -42.557550      0.000000      0.000000      0.000000
    -40.900245      0.000000      0.000000      0.000000
    -39.242939      0.000000      0.000000      0.000000
    -37.585633      0.000000      0.000000      0.000000
    -35.928328      0.000000      0.000000      0.000000
    -34.271022      0.000000      0.000000      0.000000
    -32.613716      0.000000      0.000000      0.000000
    -30.956410      0.000000      0.000000      0.000000
    -29.299105      0.000000      0.000000      0.000000
    -27.641799      0.000000      0.000000      0.000000
    -25.984493      0.000000      0.000000      0.000000
    -24.327187      0.000000      0.000000      0.000000
    -22.669882      0.000000      0.000000      0.000000
    -21.012576      0.000000      0.000000      0.000000
    -19.355270      0.000000      0.000000      0.000000
    -17.697964      0.000000      0.000000      0.000000
    -16.040659      0.000000      0.000000      0.000000
    -14.383353      0.000000      0.000000      0.000000
    -12.726047      0.000000      0.000000      0.000000
    -11.068741      0.000000      0.000000      0.000000
     -9.411436      0.000000      0.000000      0.000000
     -7.754130      0.154790      0.154847      0.309637
     -6.096824      0.000000      0.000000      0.000000
     -4.439519      0.513033      0.512987      1.026020
     -2.782213      0.651742      0.650250      1.301992
     -1.124907      1.463131      1.460448      2.923579
      0.532399      1.450699      1.449496      2.900196
      2.189704      1.169264      1.167264      2.336528
      3.847010      0.306740      0.305218      0.611958
      5.504316      0.353525      0.354471      0.707996
      7.161622      0.000000      0.000000      0.000000
      8.818927      0.000002      0.000002      0.000003
     10.476233      0.049482      0.049625      0.099107
     12.133539      1.942845      1.945168      3.888013
     13.790845      0.596153      0.596191      1.192344
