# EIG2DOS: Utility for SIESTA to obtain the electronic density of states
#  E. Artacho, Apr 1999, A. Garcia, Apr 2012
#  Nick R. Papior, Feb 2017
# ------------------------------------------
# Eigenvalues calculated from a spin-polarized calculation
# Eigenvalues read from hea.EIG
# Kpoint weights read from hea.KP
# Using smearing parameter:   0.0500
# Using 200 points in the energy range
# Selected bands: 1 to: 94
# Emin, Emax in file for selected band(s):   -109.5012480    166.1387330
# Nbands, Nspin, Nk   =     94     2    41
# E_F                 =    -6.5440 eV --> (shifted to ZERO)
# Broadening          =     0.0500 eV
#
#        E            N(up)        N(down)         Ntot
   -109.801248      0.000000      0.000000      0.000000
   -108.413107      0.000000      0.000000      0.000000
   -107.024967      0.000000      0.000000      0.000000
   -105.636826      0.000000      0.000000      0.000000
   -104.248686      0.000000      0.000000      0.000000
   -102.860545      0.769314     17.388672     18.157987
   -101.472404      0.000000      0.000000      0.000000
   -100.084264      0.000000      0.000000      0.000000
    -98.696123      0.000000      0.000000      0.000000
    -97.307983      0.000000      0.000000      0.000000
    -95.919842      0.000000      0.000000      0.000000
    -94.531701      0.000000      0.000000      0.000000
    -93.143561      0.000000      0.000000      0.000000
    -91.755420      0.000000      0.000000      0.000000
    -90.367279      0.000000      0.000000      0.000000
    -88.979139      0.000000      0.000000      0.000000
    -87.590998      0.000000      0.000000      0.000000
    -86.202858      0.000000      0.000000      0.000000
    -84.814717      0.000000      0.000000      0.000000
    -83.426576      0.000000      0.000000      0.000000
    -82.038436      0.000000      0.000000      0.000000
    -80.650295      0.000000      0.000000      0.000000
    -79.262155      0.000000      0.000000      0.000000
    -77.874014      0.000000      0.000000      0.000000
    -76.485873      0.000000      0.000000      0.000000
    -75.097733      0.000000      0.000000      0.000000
    -73.709592      0.000000      0.000000      0.000000
    -72.321452      0.000000      0.000000      0.000000
    -70.933311      0.000000      0.000000      0.000000
    -69.545170      0.000000      0.000000      0.000000
    -68.157030      0.000000      0.000000      0.000000
    -66.768889      0.000000      0.000000      0.000000
    -65.380749      0.000000      0.000000      0.000000
    -63.992608      0.000000      0.000000      0.000000
    -62.604467      0.000000      0.000000      0.000000
    -61.216327      0.000000      0.000000      0.000000
    -59.828186      0.000000      0.000000      0.000000
    -58.440046      0.000000      0.000000      0.000000
    -57.051905      0.000000      0.000000      0.000000
    -55.663764      0.000000      0.000000      0.000000
    -54.275624      0.000000      0.000000      0.000000
    -52.887483      0.000000      0.000000      0.000000
    -51.499342      0.000000      0.000000      0.000000
    -50.111202      0.000000      0.000000      0.000000
    -48.723061      0.000000      0.000000      0.000000
    -47.334921      0.000000      0.000000      0.000000
    -45.946780      0.000000      0.000000      0.000000
    -44.558639      0.000000      0.000000      0.000000
    -43.170499      0.000000      0.000000      0.000000
    -41.782358      0.000000      0.000000      0.000000
    -40.394218      0.000000      0.000000      0.000000
    -39.006077      0.000000      0.000000      0.000000
    -37.617936      0.000000      0.000000      0.000000
    -36.229796      0.000000      0.000000      0.000000
    -34.841655      0.000000      0.000000      0.000000
    -33.453515      0.000000      0.000000      0.000000
    -32.065374      0.000000      0.000000      0.000000
    -30.677233      0.000000      0.000000      0.000000
    -29.289093      0.000000      0.000000      0.000000
    -27.900952      0.000000      0.000000      0.000000
    -26.512812      0.000000      0.000000      0.000000
    -25.124671      0.000000      0.000000      0.000000
    -23.736530      0.000000      0.000000      0.000000
    -22.348390      0.000000      0.000000      0.000000
    -20.960249      0.000000      0.000000      0.000000
    -19.572108      0.000000      0.000000      0.000000
    -18.183968      0.000000      0.000000      0.000000
    -16.795827      0.000000      0.000000      0.000000
    -15.407687      0.000000      0.000000      0.000000
    -14.019546      0.000000      0.000000      0.000000
    -12.631405      0.000000      0.000000      0.000000
    -11.243265      0.013987      0.025711      0.039698
     -9.855124      0.000007      0.000001      0.000008
     -8.466984      1.972142      2.291170      4.263312
     -7.078843      0.378756      0.198452      0.577208
     -5.690702      0.000422      0.000050      0.000472
     -4.302562      2.361104      1.512384      3.873487
     -2.914421      4.625929      1.037741      5.663670
     -1.526281      4.734943      2.406158      7.141101
     -0.138140      2.037532      0.785468      2.823000
      1.250001      0.000000      0.000000      0.000000
      2.638141      1.069766      0.050852      1.120618
      4.026282      0.000001      0.000090      0.000091
      5.414422      0.001775      0.017474      0.019249
      6.802563      0.464940      0.276402      0.741342
      8.190704      0.071269      0.071364      0.142633
      9.578844      0.159451      0.265483      0.424933
     10.966985      0.401502      0.349159      0.750661
     12.355126      0.700011      0.297109      0.997120
