# EIG2DOS: Utility for SIESTA to obtain the electronic density of states
#  E. Artacho, Apr 1999, A. Garcia, Apr 2012
#  Nick R. Papior, Feb 2017
# ------------------------------------------
# Eigenvalues calculated from a spin-polarized calculation
# Eigenvalues read from hea.EIG
# Kpoint weights read from hea.KP
# Using smearing parameter:   0.0500
# Using 200 points in the energy range
# Selected bands: 1 to: 97
# Emin, Emax in file for selected band(s):   -109.5798440    206.5807990
# Nbands, Nspin, Nk   =     97     2    41
# E_F                 =    -6.6861 eV --> (shifted to ZERO)
# Broadening          =     0.0500 eV
#
#        E            N(up)        N(down)         Ntot
   -109.879844      0.000000      0.000000      0.000000
   -108.288082      0.000000      0.000000      0.000000
   -106.696320      0.000000      0.000000      0.000000
   -105.104558      0.000000      0.000000      0.000000
   -103.512796      0.000000      0.000000      0.000000
   -101.921034      0.000000      0.000000      0.000000
   -100.329272      0.000000      0.000000      0.000000
    -98.737510      0.000000      0.000000      0.000000
    -97.145748      0.000000      0.000000      0.000000
    -95.553986      0.000000      0.000000      0.000000
    -93.962224      0.000000      0.000000      0.000000
    -92.370462      0.000000      0.000000      0.000000
    -90.778700      0.000000      0.000000      0.000000
    -89.186938      0.000000      0.000000      0.000000
    -87.595176      0.000000      0.000000      0.000000
    -86.003414      0.000000      0.000000      0.000000
    -84.411652      0.000000      0.000000      0.000000
    -82.819890      0.000000      0.000000      0.000000
    -81.228128      0.000000      0.000000      0.000000
    -79.636366      0.000000      0.000000      0.000000
    -78.044603      0.000000      0.000000      0.000000
    -76.452841      0.000000      0.000000      0.000000
    -74.861079      0.000000      0.000000      0.000000
    -73.269317      0.000000      0.000000      0.000000
    -71.677555      0.000000      0.000000      0.000000
    -70.085793      0.000000      0.000000      0.000000
    -68.494031      0.000000      0.000000      0.000000
    -66.902269      0.000000      0.000000      0.000000
    -65.310507      0.000000      0.000000      0.000000
    -63.718745      0.000000      0.000000      0.000000
    -62.126983      0.000000      0.000000      0.000000
    -60.535221      0.000000      0.000000      0.000000
    -58.943459      0.000000      0.000000      0.000000
    -57.351697      0.000000      0.000000      0.000000
    -55.759935      0.000000      0.000000      0.000000
    -54.168173      0.000000      0.000000      0.000000
    -52.576411      0.000000      0.000000      0.000000
    -50.984649      0.000000      0.000000      0.000000
    -49.392887      0.000000      0.000000      0.000000
    -47.801125      0.000000      0.000000      0.000000
