cluster_4,x_Mn,x_Ni,x_Ga,VEC,abs_moment_per_atom,vol_per_atom,mag_ordering
0,0.927719298245614,0.024736842105263154,0.047543859649122805,6.884035087719298,0.7061091818421052,10.715157378849735,FiM
1,0.43585011185682326,0.4239373601789709,0.1402125279642058,7.71096196868009,1.0375361902684563,11.268658430414687,FiM
2,0.38362403100775194,0.10174418604651163,0.5146317829457364,5.246705426356589,1.0283417113372093,13.305052082293184,FM
3,0.0,0.5735416666666666,0.42645833333333333,7.014791666666667,0.14644945104166668,12.653311725921276,NM
