x_Mn,x_Ni,x_Ga,VEC,predicted_ordering,confidence,prob_AFM,prob_FM,prob_FiM,prob_NM
0.04,0.6,0.36,7.36,FM,0.8236310548950875,0.026031762768640488,0.8236310548950875,0.14532053550694807,0.005016646829323916
0.04,0.62,0.34,7.5,FiM,0.6604076247806611,0.02028240575364754,0.31740943071472805,0.6604076247806611,0.0019005387509633538
0.04,0.64,0.32,7.640000000000001,FM,0.7996069332283863,0.018147251626734102,0.7996069332283863,0.17932668001052024,0.00291913513435942
0.04,0.66,0.3,7.780000000000001,FM,0.9635458344629885,0.018506262840410827,0.9635458344629885,0.016855504698596955,0.0010923979980039034
0.04,0.68,0.28,7.920000000000001,FM,0.9513987514414274,0.027118003519846907,0.9513987514414274,0.019952566130253806,0.0015306789084719263
0.04,0.7,0.26,8.06,FM,0.9537691496861121,0.0282755944007128,0.9537691496861121,0.01736895695352217,0.0005862989596530603
0.04,0.72,0.24,8.2,FM,0.9526907516981301,0.02751960321395637,0.9526907516981301,0.01913768810105473,0.0006519569868586069
0.04,0.74,0.22,8.34,FM,0.9789012111670485,0.011812892906725832,0.9789012111670485,0.009020566704064571,0.00026532922216098825
0.04,0.76,0.2,8.48,FM,0.9915248439959371,0.004889231496592662,0.9915248439959371,0.003478637842220666,0.00010728666524947998
0.04,0.78,0.18,8.620000000000001,FM,0.9957769310378619,0.002360392622700604,0.9957769310378619,0.0018215645211263072,4.111181831128039e-05
0.04,0.8,0.16,8.76,FM,0.9974832860633738,0.0014451612428911062,0.9974832860633738,0.0010528988916906792,1.8653802044142027e-05
0.04,0.82,0.14,8.899999999999999,FM,0.9975019635934319,0.0014590916861161205,0.9975019635934319,0.0010214139881178164,1.753073233405357e-05
0.04,0.84,0.12,9.04,FM,0.9981530247681878,0.0010691743659734828,0.9981530247681878,0.0007611742714921681,1.6626594346702628e-05
0.04,0.86,0.1,9.18,FM,0.9982690256188514,0.0010054300871112489,0.9982690256188514,0.0007118263464142529,1.3717947622834874e-05
0.04,0.88,0.08,9.32,FM,0.9986977242212346,0.0006899504888585654,0.9986977242212346,0.0006028103674497507,9.514922457065947e-06
0.04,0.9,0.06,9.459999999999999,FM,0.9991049313956023,0.0004317290216954189,0.9991049313956023,0.00045700722409204727,6.332358610185127e-06
0.04,0.92,0.04,9.6,FM,0.9989339726070465,0.0005236977572419377,0.9989339726070465,0.0005359070015535211,6.422634157948404e-06
0.04,0.94,0.02,9.739999999999998,FM,0.99894260759257,0.00047929341053539403,0.99894260759257,0.000571848621723819,6.250375170709263e-06
0.04,0.96,0.0,9.879999999999999,FM,0.9991242021632509,0.00046392598128149244,0.9991242021632509,0.00040595464026345676,5.917215204196491e-06
