# EIG2DOS: Utility for SIESTA to obtain the electronic density of states
#  E. Artacho, Apr 1999, A. Garcia, Apr 2012
#  Nick R. Papior, Feb 2017
# ------------------------------------------
# Eigenvalues calculated from a spin-polarized calculation
# Eigenvalues read from hea.EIG
# Kpoint weights read from hea.KP
# Using smearing parameter:   0.0500
# Using 200 points in the energy range
# Selected bands: 1 to: 150
# Emin, Emax in file for selected band(s):    -87.0147911    242.1854380
# Nbands, Nspin, Nk   =    150     2    31
# E_F                 =    -7.7266 eV --> (shifted to ZERO)
# Broadening          =     0.0500 eV
#
#        E            N(up)        N(down)         Ntot
    -87.314791      0.000000      0.000000      0.000000
    -85.657504      0.000000      0.000000      0.000000
    -84.000216      0.000000      0.000000      0.000000
    -82.342928      0.000000      0.000000      0.000000
    -80.685641      0.000000      0.000000      0.000000
    -79.028353     20.935200     31.612223     52.547423
    -77.371066      0.000000      0.000000      0.000000
    -75.713778      0.000000      0.000000      0.000000
    -74.056490      0.000000      0.000000      0.000000
    -72.399203      0.000000      0.000000      0.000000
    -70.741915      0.000000      0.000000      0.000000
    -69.084628      0.000000      0.000000      0.000000
    -67.427340      0.000000      0.000000      0.000000
    -65.770053      0.000000      0.000000      0.000000
    -64.112765      0.000000      0.000000      0.000000
    -62.455477      0.000000      0.000000      0.000000
    -60.798190      0.000000      0.000000      0.000000
    -59.140902      0.000000      0.000000      0.000000
    -57.483615      0.000000      0.000000      0.000000
    -55.826327      0.000000      0.000000      0.000000
    -54.169039      0.000000      0.000000      0.000000
    -52.511752      0.000000      0.000000      0.000000
    -50.854464      0.000000      0.000000      0.000000
    -49.197177      0.000000      0.000000      0.000000
    -47.539889      7.671773     11.456210     19.127982
    -45.882602      0.000000      0.000000      0.000000
    -44.225314      0.000000      0.000000      0.000000
    -42.568026      0.000000      0.000000      0.000000
    -40.910739      0.000000      0.000000      0.000000
    -39.253451      0.000000      0.000000      0.000000
    -37.596164      0.000000      0.000000      0.000000
    -35.938876      0.000000      0.000000      0.000000
    -34.281588      0.000000      0.000000      0.000000
    -32.624301      0.000000      0.000000      0.000000
    -30.967013      0.000000      0.000000      0.000000
    -29.309726      0.000000      0.000000      0.000000
    -27.652438      0.000000      0.000000      0.000000
    -25.995151      0.000000      0.000000      0.000000
    -24.337863      0.000000      0.000000      0.000000
    -22.680575      0.000000      0.000000      0.000000
    -21.023288      0.000000      0.000000      0.000000
    -19.366000      0.000000      0.000000      0.000000
