(written by ASE)

16 atoms
3 atom types

0.0      5.0724866782839442  xlo xhi
0.0      5.0725414396065256  ylo yhi
0.0      7.5366766550276667  zlo zhi

Atoms # charge

     1   1 -0.241203       3.807950465486583       1.264407818042361       1.902089805677152
     2   1 -0.241204      1.2645350511979119      3.8081232380718379      1.9020745363702487
     3   3 0.123538      2.5362358470791486      2.5362791757298422      3.8053335519169544
     4   3 0.104656      1.2455551147493362      1.2455634483352171      5.6578549140910273
     5   3 0.104658      3.8269600861271993      3.8270047489274028      5.6578711631658942
     6   2 -3.280545                       0  2.3840944766150672e-07                       0
     7   2 2.968113      2.5362587138490937  1.7591573712559798e-05                       0
     8   2 2.968659                       0      2.5362610870470692                       0
     9   2 -3.103456      2.5362564464475486      2.5362622638766834                       0
    10   2 2.941659      1.2618223918445859      1.2620074356351829       1.931033952633509
    11   2 2.941666      3.8106725901000509      3.8105267806723329      1.9310443080272337
    12   2 2.919201                       0                       0      3.8548924389140371
    13   2 -3.224044      2.5362374499849389                       0      3.8942780635151562
    14   2 -3.224129                       0       2.536280088787302      3.8943473557203232
    15   2 3.008047      3.7466108217760072       1.325809374898576      5.6166899404250685
    16   2 3.008063      1.3259419459368691      3.7467643717243782      5.6167209086294418
