# EIG2DOS: Utility for SIESTA to obtain the electronic density of states
#  E. Artacho, Apr 1999, A. Garcia, Apr 2012
#  Nick R. Papior, Feb 2017
# ------------------------------------------
# Eigenvalues calculated from a spin-polarized calculation
# Eigenvalues read from hea.EIG
# Kpoint weights read from hea.KP
# Using smearing parameter:   0.0500
# Using 200 points in the energy range
# Selected bands: 1 to: 247
# Emin, Emax in file for selected band(s):   -110.6679710    225.3814170
# Nbands, Nspin, Nk   =    247     2    22
# E_F                 =    -6.9990 eV --> (shifted to ZERO)
# Broadening          =     0.0500 eV
#
#        E            N(up)        N(down)         Ntot
   -110.967971      0.000000      0.000000      0.000000
   -109.276266      0.000000      0.000000      0.000000
   -107.584560      0.000000      0.000000      0.000000
   -105.892855      0.000000      0.000000      0.000000
   -104.201149      0.000000      0.000000      0.000000
   -102.509444      0.000000      0.000000      0.000000
   -100.817738      0.000000      0.000000      0.000000
    -99.126033      0.000000      0.000000      0.000000
    -97.434327      0.000000      0.000000      0.000000
    -95.742622      0.000000      0.000000      0.000000
    -94.050916      0.000000      0.000000      0.000000
    -92.359211      0.000000      0.000000      0.000000
    -90.667505      0.000000      0.000000      0.000000
    -88.975800      0.000000      0.000000      0.000000
    -87.284094      0.000000      0.000000      0.000000
    -85.592389      0.000000      0.000000      0.000000
    -83.900684      0.000000      0.000000      0.000000
    -82.208978      0.000000      0.000000      0.000000
    -80.517273      0.000000      0.000000      0.000000
    -78.825567      0.000000      0.000000      0.000000
    -77.133862      0.000000      0.015494      0.015494
    -75.442156      0.000000      0.000000      0.000000
    -73.750451      0.000000      0.000000      0.000000
    -72.058745      0.000000      0.000000      0.000000
    -70.367040      0.000000      0.000000      0.000000
    -68.675334      0.000000      0.000000      0.000000
    -66.983629      0.000000      0.000000      0.000000
    -65.291923      0.000000      0.000000      0.000000
    -63.600218      0.000000      0.000427      0.000427
    -61.908512      0.000000      0.000000      0.000000
    -60.216807      0.000000      0.000000      0.000000
    -58.525102      0.000000      0.000000      0.000000
    -56.833396      0.000000      0.000000      0.000000
    -55.141691      0.000000      0.000000      0.000000
    -53.449985      0.000000      0.000000      0.000000
    -51.758280      0.000000      0.000000      0.000000
    -50.066574      0.000000      0.000000      0.000000
    -48.374869     15.221362      0.000000     15.221362
    -46.683163      0.005836     27.132435     27.138271
    -44.991458      0.000000      0.000000      0.000000
    -43.299752      0.000000      0.000000      0.000000
    -41.608047      0.000000      0.000000      0.000000
    -39.916341      0.000000      0.000000      0.000000
    -38.224636      0.000000      0.000000      0.000000
    -36.532930      0.000000      0.000000      0.000000
    -34.841225      0.000000      0.000000      0.000000
    -33.149520      0.000000      0.000000      0.000000
    -31.457814      0.000000      0.000000      0.000000
    -29.766109      0.000000      0.000000      0.000000
    -28.074403      0.000000      0.000000      0.000000
    -26.382698      0.000000      0.000000      0.000000
    -24.690992      0.000000      0.000000      0.000000
    -22.999287      0.000000      0.000000      0.000000
    -21.307581      0.000000      0.000000      0.000000
    -19.615876      0.000000      0.000000      0.000000
    -17.924170      0.000000      0.000000      0.000000
    -16.232465      0.000000      0.000000      0.000000
    -14.540759      1.431464      1.358449      2.789913
    -12.849054      0.000000      0.000000      0.000000
    -11.157348      0.000000      0.000000      0.000000
     -9.465643      0.000000      0.000000      0.000000
     -7.773937      0.000000      0.773783      0.773783
     -6.082232      0.125313      0.187854      0.313167
     -4.390527      4.467489      6.302135     10.769623
     -2.698821      9.042192      5.195082     14.237274
     -1.007116      4.906654      4.690633      9.597288
      0.684590      4.729129      8.553442     13.282572
      2.376295      0.348857     10.727947     11.076804
      4.068001      0.004661      1.599981      1.604642
      5.759706      0.447762      2.715720      3.163481
      7.451412      1.228027      0.000126      1.228154
      9.143117      0.295202      0.010967      0.306169
     10.834823      1.404064      3.624285      5.028349
     12.526528      3.093707      0.162506      3.256213
     14.218234      3.266162      2.008158      5.274320
     15.909939      1.138767      0.934437      2.073203
     17.601645      5.401486      4.854181     10.255667
     19.293350      1.590735      1.240840      2.831575
     20.985055      1.116228      0.516144      1.632372
     22.676761      1.663611      0.199453      1.863064
     24.368466      0.687626      5.866075      6.553701
     26.060172      0.706014      1.265965      1.971978
     27.751877      3.161611      2.717666      5.879277
     29.443583      0.999395      2.189534      3.188928
     31.135288      2.268436      2.028204      4.296641
     32.826994      0.384830      1.211364      1.596194
     34.518699      0.002993      0.609417      0.612411
     36.210405      4.016569      1.756196      5.772765
     37.902110      0.489556      0.469859      0.959415
     39.593816      1.058960      0.416656      1.475617
     41.285521      1.309748      0.463996      1.773743
     42.977227      0.000816      4.032593      4.033409
     44.668932      2.031041      0.001446      2.032488
     46.360637      1.413522      3.611367      5.024890
     48.052343      0.900926      0.637540      1.538466
     49.744048      1.266724      0.001622      1.268346
     51.435754      2.245762      0.009063      2.254825
     53.127459      2.644687      0.055450      2.700137
     54.819165      2.584106      2.793090      5.377197
     56.510870      0.807672      1.334348      2.142020
     58.202576      1.010169      1.118928      2.129097
     59.894281      0.947566      1.417717      2.365283
     61.585987      1.192801      0.713225      1.906026
     63.277692      0.132451      1.345362      1.477813
     64.969398      1.960127      0.627551      2.587678
     66.661103      1.318822      0.654654      1.973476
     68.352809      3.551350      1.335659      4.887010
     70.044514      0.034586      0.874326      0.908913
     71.736219      1.537257      1.294402      2.831659
     73.427925      0.832165      1.049686      1.881852
     75.119630      2.516567      2.031602      4.548169
     76.811336      0.131958      0.000000      0.131958
     78.503041      2.361893      3.683540      6.045433
     80.194747      1.430291      1.194657      2.624948
     81.886452      0.000160      0.363302      0.363462
     83.578158      0.100587      0.126406      0.226993
     85.269863      1.767854      1.800726      3.568580
     86.961569      0.208239      1.557159      1.765398
     88.653274      0.411423      0.042497      0.453921
     90.344980      1.657226      1.561034      3.218260
     92.036685      1.030893      0.798132      1.829025
     93.728391      0.879289      0.177864      1.057153
     95.420096      0.211592      1.317721      1.529314
     97.111801      1.986267      1.334705      3.320973
     98.803507      1.738030      2.234970      3.973001
    100.495212      0.544840      0.045505      0.590345
    102.186918      0.197726      1.116023      1.313749
    103.878623      0.263014      0.039741      0.302754
    105.570329      0.000000      2.572222      2.572222
    107.262034      0.000059      0.000151      0.000210
    108.953740      0.000000      0.684148      0.684148
    110.645445      0.335747      0.000010      0.335757
    112.337151      0.098775      3.225577      3.324352
    114.028856      0.000596      0.363626      0.364222
    115.720562      0.051790      0.000000      0.051790
    117.412267      0.068095      0.000001      0.068097
    119.103973      1.281337      0.000029      1.281366
    120.795678      0.002009      0.000000      0.002009
    122.487383      0.000816      0.999867      1.000683
    124.179089      0.847203      1.172354      2.019558
    125.870794      0.024659      0.410729      0.435388
    127.562500      0.648539      0.411130      1.059670
    129.254205      0.000004      0.000000      0.000004
    130.945911      0.000056      0.000000      0.000056
    132.637616      0.000000      0.000000      0.000000
    134.329322      1.206342      0.804939      2.011281
    136.021027      0.031000      0.490994      0.521995
    137.712733      0.000000      0.107335      0.107335
    139.404438      0.604589      0.002914      0.607502
    141.096144      0.000000      0.000000      0.000000
    142.787849      0.000000      0.000000      0.000000
