# EIG2DOS: Utility for SIESTA to obtain the electronic density of states
#  E. Artacho, Apr 1999, A. Garcia, Apr 2012
#  Nick R. Papior, Feb 2017
# ------------------------------------------
# Eigenvalues calculated from a spin-polarized calculation
# Eigenvalues read from hea.EIG
# Kpoint weights read from hea.KP
# Using smearing parameter:   0.0500
# Using 200 points in the energy range
# Selected bands: 1 to: 194
# Emin, Emax in file for selected band(s):    -87.2472281    231.0977360
# Nbands, Nspin, Nk   =    194     2    22
# E_F                 =    -7.1401 eV --> (shifted to ZERO)
# Broadening          =     0.0500 eV
#
#        E            N(up)        N(down)         Ntot
    -87.547228      0.000000      0.000000      0.000000
    -85.944490      0.000000      0.000000      0.000000
    -84.341751      0.000000      0.000000      0.000000
    -82.739013      0.000000      0.000000      0.000000
    -81.136274      0.000000      0.000000      0.000000
    -79.533536      0.000000      0.000000      0.000000
    -77.930797      0.000000      4.652143      4.652143
    -76.328059      0.000000      0.000000      0.000000
    -74.725320      0.000000      0.000000      0.000000
    -73.122581      0.000000      0.000000      0.000000
    -71.519843      0.000000      0.000000      0.000000
    -69.917104      0.000000      0.000000      0.000000
    -68.314366      0.000000      0.000000      0.000000
    -66.711627      0.000000      0.000000      0.000000
    -65.108889      0.000000      0.000000      0.000000
    -63.506150      0.000000      0.000000      0.000000
    -61.903412      0.000000      0.000000      0.000000
    -60.300673      0.000000      0.000000      0.000000
    -58.697935      0.000000      0.000000      0.000000
    -57.095196      0.000000      0.000000      0.000000
    -55.492458      0.000000      0.000000      0.000000
    -53.889719      0.000000      0.000000      0.000000
    -52.286981      0.000000      0.000000      0.000000
    -50.684242      0.000000      0.000000      0.000000
    -49.081504      0.000000      2.366861      2.366861
    -47.478765      0.000000      0.000000      0.000000
    -45.876027      0.000000      0.000000      0.000000
    -44.273288      0.000000      0.000000      0.000000
    -42.670550      0.000000      0.000000      0.000000
    -41.067811      0.000000      0.000000      0.000000
    -39.465073      0.000000      0.000000      0.000000
    -37.862334      0.000000      0.000000      0.000000
    -36.259596      0.000000      0.000000      0.000000
    -34.656857      0.000000      0.000000      0.000000
    -33.054119      0.000000      0.000000      0.000000
    -31.451380      0.000000      0.000000      0.000000
    -29.848642      0.000000      0.000000      0.000000
