# EIG2DOS: Utility for SIESTA to obtain the electronic density of states
#  E. Artacho, Apr 1999, A. Garcia, Apr 2012
#  Nick R. Papior, Feb 2017
# ------------------------------------------
# Eigenvalues calculated from a spin-polarized calculation
# Eigenvalues read from hea.EIG
# Kpoint weights read from hea.KP
# Using smearing parameter:   0.0500
# Using 200 points in the energy range
# Selected bands: 1 to: 50
# Emin, Emax in file for selected band(s):   -110.6545970    239.5773060
# Nbands, Nspin, Nk   =     50     2    89
# E_F                 =    -6.8231 eV --> (shifted to ZERO)
# Broadening          =     0.0500 eV
#
#        E            N(up)        N(down)         Ntot
   -110.954597      0.000000      0.000000      0.000000
   -109.191623      0.000000      0.000000      0.000000
   -107.428648      0.000000      0.000000      0.000000
   -105.665674      0.000000      0.000000      0.000000
   -103.902699      0.000000      0.609027      0.609027
   -102.139725      0.000000      0.000000      0.000000
   -100.376751      0.000000      0.000000      0.000000
    -98.613776      0.000000      0.000000      0.000000
    -96.850802      0.000000      0.000000      0.000000
    -95.087828      0.000000      0.000000      0.000000
    -93.324853      0.000000      0.000000      0.000000
    -91.561879      0.000000      0.000000      0.000000
    -89.798904      0.000000      0.000000      0.000000
    -88.035930      0.000000      0.000000      0.000000
    -86.272956      0.000000      0.000000      0.000000
    -84.509981      0.000000      0.000000      0.000000
    -82.747007      0.000000      0.000000      0.000000
    -80.984032      0.000000      0.000000      0.000000
    -79.221058      0.000000      0.000000      0.000000
    -77.458084      0.000000      0.000000      0.000000
    -75.695109      0.000000      0.000000      0.000000
    -73.932135      0.000000      0.000000      0.000000
    -72.169160      0.000000      0.000000      0.000000
    -70.406186      0.000000      0.000000      0.000000
    -68.643212      0.000000      0.000000      0.000000
    -66.880237      0.000000      0.000000      0.000000
    -65.117263      0.000000      0.000000      0.000000
    -63.354289      0.000000      0.000000      0.000000
    -61.591314      0.000000      0.000000      0.000000
    -59.828340      0.000000      0.000000      0.000000
    -58.065365      0.000000      0.000000      0.000000
    -56.302391      0.000000      0.000000      0.000000
    -54.539417      0.000000      0.000000      0.000000
    -52.776442      0.000000      0.000000      0.000000
    -51.013468      0.000000      0.000000      0.000000
    -49.250493      0.000000      0.000000      0.000000
    -47.487519      0.905794      0.000000      0.905794
    -45.724545      0.000000      0.000000      0.000000
    -43.961570      0.000000      0.000000      0.000000
    -42.198596      0.000000      0.000000      0.000000
    -40.435622      0.000000      0.000000      0.000000
    -38.672647      0.000000      0.000000      0.000000
    -36.909673      0.000000      0.000000      0.000000
    -35.146698      0.000000      0.000000      0.000000
    -33.383724      0.000000      0.000000      0.000000
    -31.620750      0.000000      0.000000      0.000000
    -29.857775      0.000000      0.000000      0.000000
    -28.094801      0.000000      0.000000      0.000000
    -26.331826      0.000000      0.000000      0.000000
    -24.568852      0.000000      0.000000      0.000000
    -22.805878      0.000000      0.000000      0.000000
    -21.042903      0.000000      0.000000      0.000000
    -19.279929      0.000000      0.000000      0.000000
    -17.516954      0.000000      0.000000      0.000000
    -15.753980      0.000000      0.000000      0.000000
    -13.991006      0.000000      0.000000      0.000000
    -12.228031      0.000000      0.000000      0.000000
    -10.465057      0.000000      0.000000      0.000000
     -8.702083      0.000000      0.000004      0.000004
     -6.939108      0.464125      0.000003      0.464128
     -5.176134      0.283224      0.537474      0.820698
     -3.413159      1.724249      1.167782      2.892030
     -1.650185      3.702089      2.377339      6.079428
      0.112789      1.126981      1.502925      2.629907
      1.875764      0.617783      0.173530      0.791313
      3.638738      0.000148      0.284706      0.284855
      5.401713      0.006451      0.000000      0.006451
      7.164687      0.237711      0.010365      0.248076
      8.927661      0.179148      0.491128      0.670277
     10.690636      0.043045      0.108159      0.151204
     12.453610      0.075410      0.129042      0.204452
     14.216584      0.924423      0.043829      0.968252
     15.979559      0.264448      0.398376      0.662824
     17.742533      0.917044      0.283660      1.200704
     19.505508      0.232169      0.390387      0.622555
     21.268482      1.537285      0.634857      2.172142
     23.031456      0.274941      0.535293      0.810234
     24.794431      0.695797      0.000619      0.696416
     26.557405      1.512170      0.207419      1.719589
     28.320380      1.024427      0.025911      1.050338
     30.083354      0.000000      1.352071      1.352071
     31.846328      0.295118      0.350079      0.645197
     33.609303      0.182817      0.337652      0.520469
     35.372277      0.602198      0.000000      0.602198
     37.135252      0.171608      0.455699      0.627308
     38.898226      0.000002      0.824456      0.824457
     40.661200      0.003955      0.582559      0.586514
     42.424175      0.209267      0.853314      1.062582
     44.187149      0.725479      0.278450      1.003929
     45.950123      0.536166      0.300791      0.836956
     47.713098      0.064212      0.000948      0.065160
     49.476072      0.077979      0.017844      0.095823
     51.239047      0.800271      0.948727      1.748998
     53.002021      0.000000      0.003636      0.003636
     54.764995      0.000000      1.572868      1.572868
     56.527970      0.447109      0.000282      0.447391
     58.290944      0.008802      0.706970      0.715772
     60.053919      0.005862      0.612976      0.618838
     61.816893      0.025326      0.000001      0.025327
     63.579867      0.255050      0.001307      0.256356
     65.342842      0.421127      0.000428      0.421555
     67.105816      0.000000      0.012799      0.012799
     68.868790      0.000000      0.167622      0.167622
     70.631765      0.000039      0.280724      0.280763
     72.394739      0.140101      0.155121      0.295222
     74.157714      0.000001      0.000000      0.000001
     75.920688      0.233030      0.976610      1.209640
     77.683662      0.003961      0.000649      0.004610
     79.446637      0.022420      0.003782      0.026202
     81.209611      0.181045      0.166989      0.348034
     82.972586      0.919273      0.308723      1.227996
     84.735560      0.133487      0.276109      0.409596
     86.498534      0.676850      0.090003      0.766852
     88.261509      0.416965      0.186426      0.603392
     90.024483      0.265175      0.000000      0.265175
     91.787457      0.489637      0.599700      1.089337
     93.550432      0.372596      0.055537      0.428132
     95.313406      0.140589      0.000002      0.140591
     97.076381      0.023607      0.441817      0.465424
     98.839355      0.000000      0.254558      0.254558
    100.602329      1.030431      0.009622      1.040053
    102.365304      1.317992      0.000003      1.317995
    104.128278      0.000000      0.465115      0.465116
    105.891253      0.001538      0.155024      0.156562
    107.654227      0.533926      0.443486      0.977412
    109.417201      0.167709      0.000000      0.167709
    111.180176      0.005898      0.077596      0.083494
    112.943150      0.270016      0.062899      0.332915
    114.706125      0.036252      0.008044      0.044296
    116.469099      0.097192      0.001919      0.099111
    118.232073      0.000000      0.004548      0.004548
    119.995048      0.000195      0.000743      0.000939
    121.758022      0.000021      0.000003      0.000023
    123.520996      0.000000      0.000000      0.000000
    125.283971      0.000000      0.000000      0.000000
    127.046945      0.000626      0.000000      0.000626
    128.809920      0.000000      0.000000      0.000000
    130.572894      0.000000      0.068798      0.068798
    132.335868      0.000000      0.000000      0.000000
    134.098843      0.852085      0.000000      0.852085
    135.861817      0.003355      0.090599      0.093954
    137.624792      0.000000      0.000000      0.000000
    139.387766      0.077739      0.000000      0.077739
    141.150740      0.000156      0.000000      0.000156
    142.913715      0.000000      0.000000      0.000000
    144.676689      0.000000      0.000000      0.000000
    146.439663      0.000000      0.001036      0.001036
    148.202638      0.548393      0.000131      0.548524
    149.965612      0.209723      0.000034      0.209757
    151.728587      0.000000      0.000000      0.000000
    153.491561      0.000000      0.000000      0.000000
    155.254535      0.000011      0.000000      0.000011
    157.017510      0.157589      0.000122      0.157711
    158.780484      0.000191      0.000000      0.000191
    160.543459      0.000000      0.056765      0.056765
    162.306433      0.000000      0.000000      0.000000
    164.069407      0.000000      0.000000      0.000000
    165.832382      0.000000      0.000000      0.000000
    167.595356      0.000000      0.000000      0.000000
    169.358331      0.000000      0.000000      0.000000
    171.121305      0.000000      0.000000      0.000000
    172.884279      0.000000      0.011488      0.011488
    174.647254      0.000000      0.574121      0.574121
    176.410228      0.000000      0.000000      0.000000
    178.173202      0.156267      0.000000      0.156267
    179.936177      0.000000      0.000000      0.000000
    181.699151      0.000001      0.000000      0.000001
    183.462126      0.000006      0.000000      0.000006
    185.225100      0.000000      0.000000      0.000000
    186.988074      0.000000      0.000000      0.000000
    188.751049      0.000000      0.000000      0.000000
    190.514023      0.000000      0.000000      0.000000
    192.276998      0.000000      0.000000      0.000000
    194.039972      0.000000      0.000000      0.000000
    195.802946      0.000000      0.000000      0.000000
    197.565921      0.003032      0.000000      0.003032
    199.328895      0.000000      0.000000      0.000000
    201.091869      0.000000      0.000000      0.000000
    202.854844      0.000019      0.000000      0.000019
    204.617818      0.000000      0.000000      0.000000
    206.380793      0.145956      0.000000      0.145956
    208.143767      0.000000      0.000000      0.000000
    209.906741      0.000000      0.000000      0.000000
    211.669716      0.000000      0.000000      0.000000
    213.432690      0.000000      0.000000      0.000000
    215.195665      0.000000      0.049817      0.049817
    216.958639      0.000000      0.000000      0.000000
    218.721613      0.001201      0.000000      0.001201
    220.484588      0.000000      0.000000      0.000000
    222.247562      0.000000      0.000000      0.000000
    224.010537      0.000000      0.000000      0.000000
    225.773511      0.000000      0.000000      0.000000
    227.536485      0.000000      0.000000      0.000000
    229.299460      0.000000      0.000000      0.000000
    231.062434      0.000000      0.000000      0.000000
    232.825408      0.000000      0.000000      0.000000
    234.588383      0.000000      0.000000      0.000000
    236.351357      0.000000      0.000611      0.000611
    238.114332      0.000000      0.000000      0.000000
    239.877306      0.000000      0.000000      0.000000
