# EIG2DOS: Utility for SIESTA to obtain the electronic density of states
#  E. Artacho, Apr 1999, A. Garcia, Apr 2012
#  Nick R. Papior, Feb 2017
# ------------------------------------------
# Eigenvalues calculated from a spin-polarized calculation
# Eigenvalues read from hea.EIG
# Kpoint weights read from hea.KP
# Using smearing parameter:   0.0500
# Using 200 points in the energy range
# Selected bands: 1 to: 88
# Emin, Emax in file for selected band(s):    -20.9730390    140.9995870
# Nbands, Nspin, Nk   =     88     2    44
# E_F                 =    -5.9709 eV --> (shifted to ZERO)
# Broadening          =     0.0500 eV
#
#        E            N(up)        N(down)         Ntot
    -21.273039      0.000000      0.000000      0.000000
    -20.456091      0.000000      0.000000      0.000000
    -19.639143      0.000000      0.000000      0.000000
    -18.822195      0.000000      0.000000      0.000000
    -18.005248      0.000000      0.000000      0.000000
    -17.188300      0.000000      0.000000      0.000000
    -16.371352      0.000000      0.000000      0.000000
    -15.554404      0.000000      0.000000      0.000000
    -14.737456     43.877333     43.877333     87.754666
    -13.920508      0.000000      0.000000      0.000000
    -13.103560      0.000000      0.000000      0.000000
    -12.286612      0.000000      0.000000      0.000000
    -11.469665      0.034941      0.034941      0.069882
    -10.652717      0.000000      0.000000      0.000000
     -9.835769      1.175168      1.175168      2.350336
     -9.018821      0.000030      0.000030      0.000060
     -8.201873      1.294018      1.294018      2.588036
     -7.384925      0.089150      0.089150      0.178299
     -6.567977      0.201140      0.201140      0.402280
     -5.751029      2.015289      2.015289      4.030578
     -4.934082      0.315576      0.315576      0.631152
     -4.117134      0.279155      0.279155      0.558310
     -3.300186      0.156780      0.156780      0.313560
     -2.483238      1.486975      1.486975      2.973950
     -1.666290      0.443324      0.443324      0.886648
     -0.849342      0.417660      0.417660      0.835320
     -0.032394      2.465731      2.465731      4.931462
      0.784553      0.000000      0.000000      0.000000
      1.601501      1.655042      1.655042      3.310083
      2.418449      0.043986      0.043986      0.087971
      3.235397      1.797067      1.797067      3.594134
      4.052345      1.972158      1.972158      3.944315
      4.869293      0.000001      0.000001      0.000001
      5.686241      0.461298      0.461298      0.922597
      6.503189      0.042531      0.042531      0.085062
      7.320136      0.627571      0.627571      1.255141
      8.137084      0.004279      0.004279      0.008557
      8.954032      0.031770      0.031770      0.063540
      9.770980      3.550657      3.550657      7.101314
     10.587928      1.266976      1.266976      2.533952
     11.404876      1.234020      1.234020      2.468040
     12.221824      3.297643      3.297643      6.595287
     13.038772      0.233980      0.233980      0.467959
     13.855719      0.233766      0.233766      0.467532
     14.672667      0.389266      0.389266      0.778532
     15.489615      1.396459      1.396459      2.792919
     16.306563      1.276593      1.276593      2.553186
     17.123511      0.964462      0.964462      1.928924
     17.940459      2.434271      2.434271      4.868542
     18.757407      0.145442      0.145442      0.290884
     19.574354      0.016121      0.016121      0.032241
     20.391302      0.000008      0.000008      0.000016
     21.208250      0.626338      0.626338      1.252675
     22.025198      1.291101      1.291101      2.582203
     22.842146      0.063842      0.063842      0.127684
     23.659094      0.662910      0.662910      1.325820
     24.476042      0.158553      0.158553      0.317105
     25.292990      0.018376      0.018376      0.036751
     26.109937      0.019956      0.019956      0.039913
     26.926885      0.163592      0.163592      0.327185
     27.743833      2.540635      2.540635      5.081269
     28.560781      2.200684      2.200684      4.401369
     29.377729      0.001574      0.001574      0.003147
     30.194677      0.005100      0.005100      0.010200
     31.011625      0.000761      0.000761      0.001523
     31.828573      0.000585      0.000585      0.001169
     32.645520      1.222657      1.222657      2.445313
     33.462468      2.350497      2.350497      4.700994
     34.279416      1.546389      1.546389      3.092778
     35.096364      0.514544      0.514544      1.029088
     35.913312      0.049412      0.049412      0.098824
     36.730260      0.000509      0.000509      0.001018
     37.547208      0.915551      0.915551      1.831102
     38.364155      0.045257      0.045257      0.090514
     39.181103      1.033625      1.033625      2.067249
     39.998051      0.880720      0.880720      1.761441
     40.814999      0.000001      0.000001      0.000002
     41.631947      2.846766      2.846766      5.693532
     42.448895      0.001316      0.001316      0.002633
     43.265843      0.020324      0.020324      0.040648
     44.082791      0.126011      0.126011      0.252022
     44.899738      1.290548      1.290548      2.581096
     45.716686      0.000824      0.000824      0.001648
     46.533634      0.246809      0.246809      0.493617
     47.350582      1.956574      1.956574      3.913147
     48.167530      0.027063      0.027063      0.054125
     48.984478      0.011119      0.011119      0.022238
     49.801426      2.348335      2.348335      4.696670
     50.618374      0.031999      0.031999      0.063998
     51.435321      0.000151      0.000151      0.000302
     52.252269      3.791750      3.791750      7.583500
     53.069217      1.637844      1.637844      3.275688
     53.886165      0.584999      0.584999      1.169998
     54.703113      0.612164      0.612164      1.224328
     55.520061      0.883128      0.883128      1.766257
     56.337009      1.433688      1.433688      2.867377
     57.153956      0.843869      0.843869      1.687738
     57.970904      0.285051      0.285051      0.570102
     58.787852      0.001856      0.001856      0.003711
     59.604800      0.000686      0.000686      0.001371
     60.421748      0.505793      0.505793      1.011587
     61.238696      0.000000      0.000000      0.000000
     62.055644      0.062149      0.062149      0.124297
     62.872592      1.665827      1.665827      3.331653
     63.689539      1.112508      1.112508      2.225016
     64.506487      0.000000      0.000000      0.000000
     65.323435      0.001721      0.001721      0.003443
     66.140383      0.012053      0.012053      0.024106
     66.957331      0.000000      0.000000      0.000000
     67.774279      0.000000      0.000000      0.000000
     68.591227      0.118473      0.118473      0.236946
     69.408174      0.000359      0.000359      0.000718
     70.225122      0.000000      0.000000      0.000000
     71.042070      2.113409      2.113409      4.226818
     71.859018      0.167965      0.167965      0.335930
     72.675966      0.000000      0.000000      0.000000
     73.492914      0.000095      0.000095      0.000189
     74.309862      0.004171      0.004171      0.008342
     75.126810      0.032791      0.032791      0.065583
     75.943757      0.027247      0.027247      0.054494
     76.760705      0.403173      0.403173      0.806346
     77.577653      0.038624      0.038624      0.077249
     78.394601      0.098354      0.098354      0.196709
     79.211549      0.085809      0.085809      0.171619
     80.028497      0.044650      0.044650      0.089300
     80.845445      0.000000      0.000000      0.000000
     81.662393      0.000404      0.000404      0.000807
     82.479340      1.002372      1.002372      2.004744
     83.296288      0.000188      0.000188      0.000375
     84.113236      0.204742      0.204742      0.409484
     84.930184      0.000000      0.000000      0.000000
     85.747132      0.000202      0.000202      0.000405
     86.564080      0.068973      0.068973      0.137946
     87.381028      0.002592      0.002592      0.005185
     88.197975      0.691561      0.691561      1.383121
     89.014923      0.003023      0.003023      0.006046
     89.831871      0.000373      0.000373      0.000746
     90.648819      0.025835      0.025835      0.051670
     91.465767      0.230453      0.230453      0.460907
     92.282715      0.005813      0.005813      0.011626
     93.099663      0.068084      0.068084      0.136168
     93.916611      0.001017      0.001017      0.002033
     94.733558      0.000002      0.000002      0.000005
     95.550506      0.270847      0.270847      0.541694
     96.367454      0.000000      0.000000      0.000000
     97.184402      0.192535      0.192535      0.385071
     98.001350      0.230690      0.230690      0.461379
     98.818298      0.000000      0.000000      0.000001
     99.635246      0.001690      0.001690      0.003380
    100.452194      0.086819      0.086819      0.173638
    101.269141      0.000225      0.000225      0.000450
    102.086089      0.341491      0.341491      0.682983
    102.903037      0.258212      0.258212      0.516424
    103.719985      0.072906      0.072906      0.145813
    104.536933      0.170491      0.170491      0.340982
    105.353881      0.044063      0.044063      0.088127
    106.170829      0.000000      0.000000      0.000000
    106.987776      0.075648      0.075648      0.151295
    107.804724      0.145587      0.145587      0.291173
    108.621672      0.000000      0.000000      0.000000
    109.438620      0.010022      0.010022      0.020044
    110.255568      0.000000      0.000000      0.000000
    111.072516      0.000000      0.000000      0.000000
    111.889464      0.000000      0.000000      0.000000
    112.706412      0.000000      0.000000      0.000000
    113.523359      0.000669      0.000669      0.001338
    114.340307      0.000000      0.000000      0.000000
    115.157255      0.000001      0.000001      0.000003
    115.974203      0.063219      0.063219      0.126437
    116.791151      0.000000      0.000000      0.000000
    117.608099      0.000000      0.000000      0.000000
    118.425047      0.174134      0.174134      0.348269
    119.241995      0.000000      0.000000      0.000000
    120.058942      0.000000      0.000000      0.000000
    120.875890      0.000000      0.000000      0.000000
    121.692838      0.076887      0.076887      0.153773
    122.509786      0.000000      0.000000      0.000000
    123.326734      0.000000      0.000000      0.000000
    124.143682      0.000000      0.000000      0.000000
    124.960630      0.000000      0.000000      0.000000
    125.777577      0.000000      0.000000      0.000000
    126.594525      0.574686      0.574686      1.149372
    127.411473      0.110451      0.110451      0.220903
    128.228421      0.000000      0.000000      0.000000
    129.045369      0.033117      0.033117      0.066233
    129.862317      0.000000      0.000000      0.000000
    130.679265      0.208270      0.208270      0.416539
    131.496213      0.000000      0.000000      0.000000
    132.313160      0.000000      0.000000      0.000000
    133.130108      0.393483      0.393483      0.786965
    133.947056      1.378813      1.378813      2.757627
    134.764004      3.594691      3.594691      7.189382
    135.580952      0.390224      0.390224      0.780448
    136.397900      0.000000      0.000000      0.000000
    137.214848      0.000000      0.000000      0.000000
    138.031796      0.000000      0.000000      0.000000
    138.848743      0.000000      0.000000      0.000000
    139.665691      0.000000      0.000000      0.000000
    140.482639      0.000000      0.000000      0.000000
    141.299587      0.000000      0.000000      0.000000
