# EIG2DOS: Utility for SIESTA to obtain the electronic density of states
#  E. Artacho, Apr 1999, A. Garcia, Apr 2012
#  Nick R. Papior, Feb 2017
# ------------------------------------------
# Eigenvalues calculated from a spin-polarized calculation
# Eigenvalues read from hea.EIG
# Kpoint weights read from hea.KP
# Using smearing parameter:   0.0500
# Using 200 points in the energy range
# Selected bands: 1 to: 97
# Emin, Emax in file for selected band(s):    -87.4133135    209.3996440
# Nbands, Nspin, Nk   =     97     2    41
# E_F                 =    -7.1590 eV --> (shifted to ZERO)
# Broadening          =     0.0500 eV
#
#        E            N(up)        N(down)         Ntot
    -87.713313      0.000000      0.000000      0.000000
    -86.218776      0.000000      0.000000      0.000000
    -84.724239      0.000000      0.000000      0.000000
    -83.229701      0.000000      0.000000      0.000000
    -81.735164      0.000000      0.000000      0.000000
    -80.240626      0.000000     10.872952     10.872952
    -78.746089      0.000000      0.000000      0.000000
    -77.251551      0.000000      0.000000      0.000000
    -75.757014      0.000000      0.000000      0.000000
    -74.262476      0.000000      0.000000      0.000000
    -72.767939      0.000000      0.000000      0.000000
    -71.273401      0.000000      0.000000      0.000000
    -69.778864      0.000000      0.000000      0.000000
    -68.284326      0.000000      0.000000      0.000000
    -66.789789      0.000000      0.000000      0.000000
    -65.295251      0.000000      0.000000      0.000000
    -63.800714      0.000000      0.000000      0.000000
    -62.306176      0.000000      0.000000      0.000000
    -60.811639      0.000000      0.000000      0.000000
    -59.317101      0.000000      0.000000      0.000000
    -57.822564      0.000000      0.000000      0.000000
    -56.328027      0.000000      0.000000      0.000000
    -54.833489      0.000000      0.000000      0.000000
    -53.338952      0.000000      0.000000      0.000000
    -51.844414      0.000000      0.000000      0.000000
    -50.349877      0.000000      0.000000      0.000000
    -48.855339     12.075285      0.380597     12.455882
    -47.360802      0.000000      0.000000      0.000000
    -45.866264      0.000000      0.000000      0.000000
    -44.371727      0.000000      0.000000      0.000000
    -42.877189      0.000000      0.000000      0.000000
    -41.382652      0.000000      0.000000      0.000000
    -39.888114      0.000000      0.000000      0.000000
    -38.393577      0.000000      0.000000      0.000000
    -36.899039      0.000000      0.000000      0.000000
    -35.404502      0.000000      0.000000      0.000000
    -33.909964      0.000000      0.000000      0.000000
    -32.415427      0.000000      0.000000      0.000000
    -30.920889      0.000000      0.000000      0.000000
    -29.426352      0.000000      0.000000      0.000000
    -27.931815      0.000000      0.000000      0.000000
    -26.437277      0.000000      0.000000      0.000000
    -24.942740      0.000000      0.000000      0.000000
    -23.448202      0.000000      0.000000      0.000000
    -21.953665      0.000000      0.000000      0.000000
    -20.459127      0.000000      0.000000      0.000000
    -18.964590      0.000000      0.000000      0.000000
    -17.470052      0.000000      0.000000      0.000000
    -15.975515      0.000000      0.000000      0.000000
    -14.480977      3.894780      2.880403      6.775183
    -12.986440      0.000000      0.000000      0.000000
    -11.491902      0.000000      0.000000      0.000000
     -9.997365      0.023891      0.196394      0.220284
     -8.502827      0.321811      0.186083      0.507895
     -7.008290      0.199471      0.274767      0.474238
     -5.513752      0.636567      0.276386      0.912953
     -4.019215      1.925330      1.152037      3.077367
     -2.524677      3.970552      2.508604      6.479155
     -1.030140      4.448617      1.382976      5.831593
      0.464398      2.733525      2.181267      4.914792
      1.958935      0.711136      1.327777      2.038914
      3.453472      1.486326      0.983746      2.470072
      4.948010      0.753067      0.640274      1.393341
      6.442547      0.468365      0.115747      0.584112
      7.937085      3.385680      0.224812      3.610492
      9.431622      0.000003      0.500655      0.500658
     10.926160      0.397759      0.581060      0.978819
     12.420697      1.120199      0.490532      1.610731
     13.915235      0.845404      0.822431      1.667835
     15.409772      1.857380      1.293116      3.150496
     16.904310      0.150634      0.318225      0.468858
     18.398847      1.766667      0.686534      2.453201
     19.893385      1.889397      0.819463      2.708860
     21.387922      0.844849      0.016235      0.861085
     22.882460      0.576632      2.149656      2.726288
     24.376997      0.071305      0.291251      0.362556
     25.871535      0.430848      0.680967      1.111816
     27.366072      0.603274      0.385480      0.988754
     28.860610      0.007320      0.226554      0.233874
     30.355147      0.538101      1.117449      1.655550
     31.849684      0.736767      1.823722      2.560489
     33.344222      0.000887      0.001729      0.002616
     34.838759      0.021972      1.060359      1.082331
     36.333297      0.014371      0.441712      0.456083
     37.827834      0.000847      0.934029      0.934876
     39.322372      0.372081      0.622991      0.995072
     40.816909      0.000000      0.593196      0.593196
     42.311447      0.000040      0.000002      0.000042
     43.805984      0.426248      0.187600      0.613849
     45.300522      0.365226      0.064521      0.429748
     46.795059      0.178824      0.706458      0.885282
     48.289597      0.908766      0.634697      1.543464
     49.784134      0.420314      0.069731      0.490044
     51.278672      0.260331      0.325755      0.586086
     52.773209      0.488891      0.093586      0.582477
     54.267747      0.122293      0.051781      0.174074
     55.762284      0.099161      0.661245      0.760405
     57.256822      0.014688      0.023096      0.037785
     58.751359      0.606129      0.207566      0.813695
     60.245897      0.768133      0.143268      0.911401
     61.740434      0.611029      0.149523      0.760552
     63.234971      1.338991      0.905407      2.244398
