# EIG2DOS: Utility for SIESTA to obtain the electronic density of states
#  E. Artacho, Apr 1999, A. Garcia, Apr 2012
#  Nick R. Papior, Feb 2017
# ------------------------------------------
# Eigenvalues calculated from a spin-polarized calculation
# Eigenvalues read from hea.EIG
# Kpoint weights read from hea.KP
# Using smearing parameter:   0.0500
# Using 200 points in the energy range
# Selected bands: 1 to: 97
# Emin, Emax in file for selected band(s):   -109.8806120    197.3303610
# Nbands, Nspin, Nk   =     97     2    44
# E_F                 =    -6.3167 eV --> (shifted to ZERO)
# Broadening          =     0.0500 eV
#
#        E            N(up)        N(down)         Ntot
   -110.180612      0.000000      0.000000      0.000000
   -108.633823      0.000000      0.000000      0.000000
   -107.087034      0.000000      0.000000      0.000000
   -105.540246      0.000000      0.000000      0.000000
   -103.993457      0.000000      0.000000      0.000000
   -102.446668      0.000000      0.000000      0.000000
   -100.899879      0.000000      0.000000      0.000000
    -99.353090      0.000000      0.000000      0.000000
    -97.806302      0.000000      0.000000      0.000000
    -96.259513      0.000000      0.000000      0.000000
    -94.712724      0.000000      0.000000      0.000000
    -93.165935      0.000000      0.000000      0.000000
    -91.619146      0.000000      0.000000      0.000000
    -90.072357      0.000000      0.000000      0.000000
    -88.525569      0.000000      0.000000      0.000000
    -86.978780      0.000000      0.000000      0.000000
    -85.431991      0.000000      0.000000      0.000000
    -83.885202      0.000000      0.000000      0.000000
    -82.338413      0.000000      0.000000      0.000000
    -80.791625      0.000000      0.000000      0.000000
    -79.244836      0.000000      0.000000      0.000000
    -77.698047      0.000000      0.000000      0.000000
    -76.151258      0.000000      0.000000      0.000000
    -74.604469      0.000000      0.000000      0.000000
    -73.057681      0.000000      0.000000      0.000000
    -71.510892      0.000000      0.000000      0.000000
    -69.964103      0.000000      0.000000      0.000000
    -68.417314      0.000000      0.000000      0.000000
    -66.870525      0.000000      0.000000      0.000000
    -65.323737      0.000000      0.000000      0.000000
    -63.776948      0.000000      0.000172      0.000172
    -62.230159      0.000000      0.000000      0.000000
    -60.683370      0.000000      0.000000      0.000000
    -59.136581      0.000000      0.000000      0.000000
    -57.589792      0.000000      0.000000      0.000000
    -56.043004      0.000000      0.000000      0.000000
    -54.496215      0.000000      0.000000      0.000000
