# EIG2DOS: Utility for SIESTA to obtain the electronic density of states
#  E. Artacho, Apr 1999, A. Garcia, Apr 2012
#  Nick R. Papior, Feb 2017
# ------------------------------------------
# Eigenvalues calculated from a spin-polarized calculation
# Eigenvalues read from hea.EIG
# Kpoint weights read from hea.KP
# Using smearing parameter:   0.0500
# Using 200 points in the energy range
# Selected bands: 1 to: 244
# Emin, Emax in file for selected band(s):    -87.4803402    216.3559910
# Nbands, Nspin, Nk   =    244     2    31
# E_F                 =    -7.2395 eV --> (shifted to ZERO)
# Broadening          =     0.0500 eV
#
#        E            N(up)        N(down)         Ntot
    -87.780340      0.000000      0.000000      0.000000
    -86.250509      0.000000      0.000000      0.000000
    -84.720679      0.000000      0.000000      0.000000
    -83.190848      0.000000      0.000000      0.000000
    -81.661017      0.000000      0.000000      0.000000
    -80.131186      0.000000      0.422239      0.422239
    -78.601355      0.000000      0.000000      0.000000
    -77.071525      0.000000      0.000000      0.000000
    -75.541694      0.000000      0.000000      0.000000
    -74.011863      0.000000      0.000000      0.000000
    -72.482032      0.000000      0.000000      0.000000
    -70.952201      0.000000      0.000000      0.000000
    -69.422370      0.000000      0.000000      0.000000
    -67.892540      0.000000      0.000000      0.000000
    -66.362709      0.000000      0.000000      0.000000
    -64.832878      0.000000      0.000000      0.000000
    -63.303047      0.000000      0.000000      0.000000
    -61.773216      0.000000      0.000000      0.000000
    -60.243386      0.000000      0.000000      0.000000
    -58.713555      0.000000      0.000000      0.000000
    -57.183724      0.000000      0.000000      0.000000
    -55.653893      0.000000      0.000000      0.000000
    -54.124062      0.000000      0.000000      0.000000
    -52.594232      0.000000      0.000000      0.000000
    -51.064401      0.000000      0.000000      0.000000
    -49.534570      0.000000      0.000000      0.000000
    -48.004739      0.000000      0.000000      0.000000
    -46.474908      0.000000     10.677835     10.677835
    -44.945078      0.000000      0.000000      0.000000
    -43.415247      0.000000      0.000000      0.000000
    -41.885416      0.000000      0.000000      0.000000
    -40.355585      0.000000      0.000000      0.000000
    -38.825754      0.000000      0.000000      0.000000
    -37.295923      0.000000      0.000000      0.000000
    -35.766093      0.000000      0.000000      0.000000
    -34.236262      0.000000      0.000000      0.000000
    -32.706431      0.000000      0.000000      0.000000
    -31.176600      0.000000      0.000000      0.000000
    -29.646769      0.000000      0.000000      0.000000
    -28.116939      0.000000      0.000000      0.000000
    -26.587108      0.000000      0.000000      0.000000
    -25.057277      0.000000      0.000000      0.000000
    -23.527446      0.000000      0.000000      0.000000
    -21.997615      0.000000      0.000000      0.000000
    -20.467785      0.000000      0.000000      0.000000
    -18.937954      0.000000      0.000000      0.000000
    -17.408123      0.000000      0.000000      0.000000
    -15.878292      0.000000      0.000000      0.000000
    -14.348461      1.021691      0.456277      1.477968
    -12.818631      0.000000      0.000000      0.000000
    -11.288800      0.000000      0.000000      0.000000
     -9.758969      0.649259      0.704108      1.353367
     -8.229138      1.469441      1.035506      2.504948
     -6.699307      0.363230      0.349766      0.712996
     -5.169476      0.714381      0.315499      1.029880
     -3.639646      3.563146      4.889719      8.452865
     -2.109815      7.960818      5.674741     13.635560
     -0.579984      6.456655      9.202017     15.658672
      0.949847      6.045969      9.287094     15.333064
      2.479678      3.591725      1.552020      5.143745
      4.009508      0.496425      1.413928      1.910353
      5.539339      0.965953      1.705215      2.671168
      7.069170      1.825869      1.202813      3.028682
      8.599001      2.896734      1.956750      4.853484
     10.128832      0.508094      1.171280      1.679374
     11.658662      1.758901      1.716614      3.475515
     13.188493      4.670817      4.356904      9.027721
     14.718324      1.387426      0.897642      2.285068
     16.248155      1.224902      0.681102      1.906005
     17.777986      2.707923      2.176965      4.884888
     19.307817      0.621493      1.532246      2.153739
     20.837647      1.935907      2.004632      3.940539
     22.367478      1.986816      2.459637      4.446452
     23.897309      1.223998      1.785541      3.009539
     25.427140      2.016519      2.205954      4.222473
     26.956971      0.993375      2.865959      3.859334
     28.486801      1.402300      3.108788      4.511089
     30.016632      1.665679      0.658428      2.324107
     31.546463      1.886486      1.973221      3.859707
     33.076294      1.353019      0.974391      2.327410
     34.606125      2.502731      1.098735      3.601467
     36.135955      1.053220      2.006302      3.059523
     37.665786      1.142751      0.904097      2.046848
     39.195617      0.655386      0.924281      1.579667
     40.725448      1.578165      1.428151      3.006316
     42.255279      0.838668      0.966952      1.805620
     43.785109      1.443253      1.540941      2.984194
     45.314940      1.285760      0.684546      1.970306
     46.844771      0.416057      0.790885      1.206942
     48.374602      0.551056      0.460696      1.011753
     49.904433      0.647820      0.241564      0.889383
     51.434264      0.709500      1.701770      2.411270
     52.964094      0.908032      0.727016      1.635047
     54.493925      1.859929      0.430249      2.290178
     56.023756      0.847372      1.436047      2.283419
     57.553587      0.909670      0.619842      1.529511
     59.083418      1.984854      0.753285      2.738140
     60.613248      1.664578      0.864482      2.529060
     62.143079      1.654238      1.358507      3.012744
     63.672910      0.537770      0.012587      0.550356
     65.202741      2.112255      2.251268      4.363523
     66.732572      1.148349      1.412678      2.561027
     68.262402      0.787903      2.690076      3.477979
     69.792233      0.071024      0.001718      0.072742
     71.322064      1.628929      1.544272      3.173201
     72.851895      0.939375      1.955087      2.894461
     74.381726      1.037122      2.078881      3.116003
     75.911556      0.390040      1.293410      1.683450
     77.441387      2.390610      1.522693      3.913303
     78.971218      2.735680      0.332656      3.068336
     80.501049      1.638480      1.811611      3.450090
     82.030880      0.744543      1.039612      1.784155
     83.560711      1.793531      1.677580      3.471111
     85.090541      0.668691      0.936065      1.604757
     86.620372      1.287439      2.228735      3.516174
     88.150203      1.270212      1.805405      3.075617
     89.680034      0.411787      0.137961      0.549748
     91.209865      1.007063      0.320239      1.327302
     92.739695      0.178453      0.307505      0.485959
     94.269526      0.010563      0.457646      0.468208
     95.799357      0.790894      1.089049      1.879943
     97.329188      0.496877      0.708321      1.205198
