# EIG2DOS: Utility for SIESTA to obtain the electronic density of states
#  E. Artacho, Apr 1999, A. Garcia, Apr 2012
#  Nick R. Papior, Feb 2017
# ------------------------------------------
# Eigenvalues calculated from a spin-polarized calculation
# Eigenvalues read from hea.EIG
# Kpoint weights read from hea.KP
# Using smearing parameter:   0.0500
# Using 200 points in the energy range
# Selected bands: 1 to: 194
# Emin, Emax in file for selected band(s):   -109.7395540    217.3679250
# Nbands, Nspin, Nk   =    194     2    31
# E_F                 =    -6.6191 eV --> (shifted to ZERO)
# Broadening          =     0.0500 eV
#
#        E            N(up)        N(down)         Ntot
   -110.039554      0.000000      0.000000      0.000000
   -108.392783      0.000000      0.000000      0.000000
   -106.746011      0.000000      0.000000      0.000000
   -105.099240      0.000000      0.000000      0.000000
   -103.452469      0.000000      0.000000      0.000000
   -101.805698      0.000000      0.000000      0.000000
   -100.158926      0.000000      0.000000      0.000000
    -98.512155      0.000000      0.000000      0.000000
    -96.865384      0.000000      0.000000      0.000000
    -95.218613      0.000000      0.000000      0.000000
    -93.571841      0.000000      0.000000      0.000000
    -91.925070      0.000000      0.000000      0.000000
    -90.278299      0.000000      0.000000      0.000000
    -88.631528      0.000000      0.000000      0.000000
    -86.984756      0.000000      0.000000      0.000000
    -85.337985      0.000000      0.000000      0.000000
    -83.691214      0.000000      0.000000      0.000000
    -82.044443      0.000000      0.000000      0.000000
    -80.397671      0.161539      0.000000      0.161539
    -78.750900      0.000000      0.000000      0.000000
    -77.104129      0.000000      0.000000      0.000000
    -75.457358      0.000000      0.000000      0.000000
    -73.810586      0.000000      0.000000      0.000000
    -72.163815      0.000000      0.000000      0.000000
    -70.517044      0.000000      0.000000      0.000000
    -68.870273      0.000000      0.000000      0.000000
    -67.223501      0.000000      0.000000      0.000000
    -65.576730      0.000000      0.000000      0.000000
    -63.929959      0.000000      0.000000      0.000000
    -62.283188      0.000000      0.000000      0.000000
    -60.636416      0.000000      0.000000      0.000000
    -58.989645      0.000000      0.000000      0.000000
    -57.342874      0.000000      0.000000      0.000000
    -55.696103      0.000000      0.000000      0.000000
    -54.049331      0.000000      0.000000      0.000000
    -52.402560      0.000000      0.000000      0.000000
    -50.755789      0.000000      0.000000      0.000000
    -49.109018     14.751189      5.386501     20.137690
    -47.462246      0.000000      0.000000      0.000000
    -45.815475      0.000002      0.000008      0.000010
    -44.168704      0.000000      0.000000      0.000000
    -42.521933      0.000000      0.000000      0.000000
    -40.875161      0.000000      0.000000      0.000000
    -39.228390      0.000000      0.000000      0.000000
    -37.581619      0.000000      0.000000      0.000000
    -35.934848      0.000000      0.000000      0.000000
    -34.288076      0.000000      0.000000      0.000000
    -32.641305      0.000000      0.000000      0.000000
    -30.994534      0.000000      0.000000      0.000000
    -29.347763      0.000000      0.000000      0.000000
    -27.700991      0.000000      0.000000      0.000000
