# EIG2DOS: Utility for SIESTA to obtain the electronic density of states
#  E. Artacho, Apr 1999, A. Garcia, Apr 2012
#  Nick R. Papior, Feb 2017
# ------------------------------------------
# Eigenvalues calculated from a spin-polarized calculation
# Eigenvalues read from hea.EIG
# Kpoint weights read from hea.KP
# Using smearing parameter:   0.0500
# Using 200 points in the energy range
# Selected bands: 1 to: 197
# Emin, Emax in file for selected band(s):   -109.8739160    216.8019830
# Nbands, Nspin, Nk   =    197     2    23
# E_F                 =    -6.4936 eV --> (shifted to ZERO)
# Broadening          =     0.0500 eV
#
#        E            N(up)        N(down)         Ntot
   -110.173916      0.000000      0.000000      0.000000
   -108.529313      0.000000      0.000000      0.000000
   -106.884711      0.000000      0.000000      0.000000
   -105.240108      0.000000      0.000000      0.000000
   -103.595506      0.000000      0.000000      0.000000
   -101.950903      0.000000      0.000000      0.000000
   -100.306301      0.000000      0.000000      0.000000
    -98.661698      0.000000      0.000000      0.000000
    -97.017096      0.000000      0.000000      0.000000
    -95.372493      0.000000      0.000000      0.000000
    -93.727891      0.000000      0.000000      0.000000
    -92.083288      0.000000      0.000000      0.000000
    -90.438686      0.000000      0.000000      0.000000
    -88.794083      0.000000      0.000000      0.000000
    -87.149481      0.000000      0.000000      0.000000
    -85.504878      0.000000      0.000000      0.000000
    -83.860276      0.000000      0.000000      0.000000
    -82.215673      0.000000      0.000000      0.000000
    -80.571071      0.000000      0.000000      0.000000
    -78.926468      0.000000      0.000000      0.000000
    -77.281866      0.000000      0.000000      0.000000
    -75.637263      0.000000      0.000000      0.000000
    -73.992661      0.000000      0.000000      0.000000
    -72.348058      0.000000      0.000000      0.000000
    -70.703456      0.000000      0.000000      0.000000
    -69.058853      0.000000      0.000000      0.000000
    -67.414251      0.000000      0.000000      0.000000
    -65.769648      0.000000      0.000000      0.000000
    -64.125046      0.000000      0.000000      0.000000
    -62.480443      0.000000      0.000000      0.000000
    -60.835841      0.000000      0.000000      0.000000
    -59.191238      0.000000      0.000000      0.000000
    -57.546636      0.000000      0.000000      0.000000
    -55.902033      0.000000      0.000000      0.000000
    -54.257431      0.000000      0.000000      0.000000
    -52.612828      0.000000      0.000000      0.000000
    -50.968226      0.000000      0.000000      0.000000
    -49.323623      0.000000      0.000000      0.000000
    -47.679021      0.000000      0.000000      0.000000
    -46.034418      0.000000      0.000000      0.000000
