# EIG2DOS: Utility for SIESTA to obtain the electronic density of states
#  E. Artacho, Apr 1999, A. Garcia, Apr 2012
#  Nick R. Papior, Feb 2017
# ------------------------------------------
# Eigenvalues calculated from a spin-polarized calculation
# Eigenvalues read from hea.EIG
# Kpoint weights read from hea.KP
# Using smearing parameter:   0.0500
# Using 200 points in the energy range
# Selected bands: 1 to: 191
# Emin, Emax in file for selected band(s):    -86.9945500    209.9450170
# Nbands, Nspin, Nk   =    191     2    31
# E_F                 =    -7.0158 eV --> (shifted to ZERO)
# Broadening          =     0.0500 eV
#
#        E            N(up)        N(down)         Ntot
    -87.294550      0.000000      0.000000      0.000000
    -85.799376      0.000000      0.000000      0.000000
    -84.304203      0.000000      0.000000      0.000000
    -82.809029      0.000000      0.000000      0.000000
    -81.313855      0.000000      0.000000      0.000000
    -79.818681      0.019743      0.460089      0.479833
    -78.323508      0.002167     10.956423     10.958591
    -76.828334      0.000000      0.000000      0.000000
    -75.333160      0.000000      0.000000      0.000000
    -73.837987      0.000000      0.000000      0.000000
    -72.342813      0.000000      0.000000      0.000000
    -70.847639      0.000000      0.000000      0.000000
    -69.352466      0.000000      0.000000      0.000000
    -67.857292      0.000000      0.000000      0.000000
    -66.362118      0.000000      0.000000      0.000000
    -64.866944      0.000000      0.000000      0.000000
    -63.371771      0.000000      0.000000      0.000000
    -61.876597      0.000000      0.000000      0.000000
    -60.381423      0.000000      0.000000      0.000000
    -58.886250      0.000000      0.000000      0.000000
    -57.391076      0.000000      0.000000      0.000000
    -55.895902      0.000000      0.000000      0.000000
    -54.400729      0.000000      0.000000      0.000000
    -52.905555      0.000000      0.000000      0.000000
    -51.410381      0.000000      0.000000      0.000000
    -49.915207      0.000000      0.000000      0.000000
    -48.420034      9.332270      6.649583     15.981853
    -46.924860      8.600426      0.104827      8.705253
    -45.429686      0.000000      0.000000      0.000000
    -43.934513      0.000000      0.000000      0.000000
    -42.439339      0.000000      0.000000      0.000000
    -40.944165      0.000000      0.000000      0.000000
    -39.448991      0.000000      0.000000      0.000000
    -37.953818      0.000000      0.000000      0.000000
    -36.458644      0.000000      0.000000      0.000000
    -34.963470      0.000000      0.000000      0.000000
    -33.468297      0.000000      0.000000      0.000000
    -31.973123      0.000000      0.000000      0.000000
    -30.477949      0.000000      0.000000      0.000000
    -28.982776      0.000000      0.000000      0.000000
    -27.487602      0.000000      0.000000      0.000000
    -25.992428      0.000000      0.000000      0.000000
    -24.497254      0.000000      0.000000      0.000000
    -23.002081      0.000000      0.000000      0.000000
    -21.506907      0.000000      0.000000      0.000000
    -20.011733      0.000000      0.000000      0.000000
    -18.516560      0.000000      0.000000      0.000000
    -17.021386      0.000000      0.000000      0.000000
    -15.526212      0.000000      0.000000      0.000000
    -14.031039      0.000000      0.000000      0.000000
    -12.535865      0.000000      0.000000      0.000000
    -11.040691      0.002872      0.008376      0.011248
     -9.545517      0.350491      0.068502      0.418993
     -8.050344      0.147617      0.174043      0.321660
     -6.555170      0.889622      0.528690      1.418313
     -5.059996      0.373757      1.651454      2.025211
     -3.564823      1.001035      3.707567      4.708602
     -2.069649      3.047304      4.606859      7.654164
     -0.574475      3.735175      4.860306      8.595481
      0.920699      7.749325      2.998168     10.747493
      2.415872      0.935214      1.960486      2.895701
      3.911046      0.655916      1.830753      2.486669
      5.406220      1.492032      1.093648      2.585680
      6.901393      3.766371      1.774713      5.541083
      8.396567      1.515750      1.906155      3.421904
      9.891741      1.569510      1.564271      3.133781
     11.386914      0.977788      1.549027      2.526815
     12.882088      2.372871      1.388277      3.761147
     14.377262      1.705463      1.162309      2.867771
     15.872436      0.689784      1.258613      1.948397
     17.367609      1.196330      2.177000      3.373330
     18.862783      1.993211      1.786386      3.779598
     20.357957      2.744041      1.930447      4.674488
     21.853130      3.052521      2.029889      5.082410
     23.348304      1.979547      0.905556      2.885103
     24.843478      1.305807      1.598388      2.904195
     26.338651      2.157434      0.056684      2.214119
     27.833825      1.383683      0.918606      2.302290
     29.328999      1.671554      0.574172      2.245726
     30.824173      1.188730      3.060534      4.249265
     32.319346      0.397985      1.813081      2.211066
     33.814520      2.432002      1.065867      3.497869
     35.309694      1.108292      0.743289      1.851581
     36.804867      1.508691      2.568473      4.077164
     38.300041      1.926692      1.299733      3.226426
     39.795215      1.966254      1.914941      3.881195
     41.290389      1.085996      0.474267      1.560263
     42.785562      1.568169      0.276072      1.844241
     44.280736      1.016157      1.253578      2.269735
     45.775910      0.698204      0.509413      1.207617
     47.271083      0.338661      0.147670      0.486332
     48.766257      1.878619      1.991641      3.870260
     50.261431      0.446289      0.228248      0.674537
     51.756604      0.915565      0.508096      1.423661
     53.251778      1.015056      1.381763      2.396819
     54.746952      0.773354      0.268143      1.041497
     56.242126      1.448529      1.594823      3.043352
     57.737299      0.081124      1.352914      1.434038
     59.232473      0.173111      1.432725      1.605836
     60.727647      1.012057      1.754565      2.766622
     62.222820      0.313114      1.175691      1.488805
     63.717994      0.694878      0.391614      1.086493
     65.213168      1.076000      1.284310      2.360310
     66.708341      1.511490      1.141688      2.653178
     68.203515      1.355051      1.365168      2.720220
     69.698689      0.161517      1.496682      1.658199
     71.193863      0.871069      2.169001      3.040070
     72.689036      0.838306      1.046253      1.884559
     74.184210      1.130071      2.427036      3.557107
     75.679384      0.183654      0.522402      0.706056
     77.174557      0.869010      0.100289      0.969298
     78.669731      0.666633      0.021376      0.688009
     80.164905      0.674861      0.748996      1.423857
     81.660078      0.901729      1.491533      2.393263
     83.155252      0.003517      0.825113      0.828630
     84.650426      0.601429      0.730655      1.332084
     86.145600      0.154726      0.021376      0.176102
     87.640773      0.258176      0.328518      0.586694
     89.135947      0.068151      1.188706      1.256857
     90.631121      0.000022      0.008894      0.008917
     92.126294      0.483216      0.213329      0.696545
     93.621468      0.388406      0.437960      0.826366
     95.116642      0.393103      0.806069      1.199173
     96.611816      1.282278      0.113258      1.395536
     98.106989      1.559699      1.366582      2.926280
     99.602163      0.929957      0.529488      1.459446
    101.097337      0.000433      0.791913      0.792346
    102.592510      0.008376      0.815776      0.824152
    104.087684      0.001548      0.263914      0.265463
    105.582858      0.700025      2.033547      2.733572
    107.078031      0.381555      1.193241      1.574796
    108.573205      0.000000      0.000127      0.000127
    110.068379      0.775634      0.658367      1.434001
    111.563553      0.128523      0.748415      0.876937
    113.058726      0.468579      0.702674      1.171252
    114.553900      0.438893      0.000768      0.439661
    116.049074      0.344997      0.010381      0.355377
    117.544247      1.406912      0.088625      1.495537
    119.039421      0.416098      0.003502      0.419600
    120.534595      0.000360      0.362569      0.362929
    122.029768      0.037346      0.131870      0.169217
    123.524942      0.787247      0.111148      0.898395
    125.020116      0.005449      0.004686      0.010135
