(written by ASE)

16 atoms
3 atom types

0.0      5.1299999999999999  xlo xhi
0.0      5.1299999999999999  ylo yhi
0.0      5.1299999999999999  zlo zhi

Atoms # charge

     1   1 -0.004832      4.3949273530500008      2.0237984816400005      1.9280227256999998
     2   1 -0.004825           2.02307353569      4.3955025286499998      1.9285748727300001
     3   3 0.029029      3.2851881058499997      3.2854925918699998      3.3691339278900001
     4   3 -0.024517      1.8480031491600002      1.8482879257199998      4.3120060586999998
     5   3 0.003387      4.5744980679900005      4.5749337948000006      4.6299458268900002
     6   2 0.004169      3.1402523345399995           3.14132312457     0.44791710587999994
     7   2 0.043464     0.72827415035999987      3.1417239930300007           0.59754606282
     8   2 0.043395      3.1410543638699999     0.72836063702999998            0.5977601172
     9   2 0.000365     0.72347334245999995     0.72388888272000007     0.75965322150000003
    10   2 0.02028      4.4232863726700007      4.4236051919100001      1.7142931824299998
    11   2 0.535898      1.9647440557200002      1.9650266981999998           2.08473788502
    12   2 -0.056656     0.56155276701000001     0.56267444663999999      3.0559722827399995
    13   2 -0.056339      3.2837533269299994     0.56964560877000003       3.218225184720001
    14   2 -0.056231     0.56904222842999996      3.2836148117999997      3.2184073407600002
    15   2 -0.003104      4.6207168696799998      1.8023204735099998      4.5008609450400003
    16   2 -0.003085      1.8017089877699999      4.6215799665299997      4.5000630710099996
