# EIG2DOS: Utility for SIESTA to obtain the electronic density of states
#  E. Artacho, Apr 1999, A. Garcia, Apr 2012
#  Nick R. Papior, Feb 2017
# ------------------------------------------
# Eigenvalues calculated from a spin-polarized calculation
# Eigenvalues read from hea.EIG
# Kpoint weights read from hea.KP
# Using smearing parameter:   0.0500
# Using 200 points in the energy range
# Selected bands: 1 to: 188
# Emin, Emax in file for selected band(s):   -109.6172970    194.3375690
# Nbands, Nspin, Nk   =    188     2    31
# E_F                 =    -6.1301 eV --> (shifted to ZERO)
# Broadening          =     0.0500 eV
#
#        E            N(up)        N(down)         Ntot
   -109.917297      0.000000      0.000000      0.000000
   -108.386871      0.000000      0.000000      0.000000
   -106.856444      0.000000      0.000000      0.000000
   -105.326018      0.000000      0.000000      0.000000
   -103.795591      0.000000      0.000000      0.000000
   -102.265165      0.000000      0.000000      0.000000
   -100.734738      0.000000      0.000000      0.000000
    -99.204312      0.000000      0.000000      0.000000
    -97.673885      0.000000      0.000000      0.000000
    -96.143459      0.000000      0.000000      0.000000
    -94.613032      0.000000      0.000000      0.000000
    -93.082606      0.000000      0.000000      0.000000
    -91.552179      0.000000      0.000000      0.000000
    -90.021753      0.000000      0.000000      0.000000
    -88.491327      0.000000      0.000000      0.000000
    -86.960900      0.000000      0.000000      0.000000
    -85.430474      0.000000      0.000000      0.000000
    -83.900047      0.000000      0.000000      0.000000
    -82.369621      0.000000      0.000000      0.000000
    -80.839194      0.000000      0.000000      0.000000
    -79.308768      0.000000      0.000000      0.000000
    -77.778341      0.000000      0.000000      0.000000
    -76.247915      0.000000      0.000000      0.000000
    -74.717488      0.000000      0.000000      0.000000
    -73.187062      0.000000      0.000000      0.000000
    -71.656635      0.000000      0.000000      0.000000
    -70.126209      0.000000      0.000000      0.000000
    -68.595783      0.000000      0.000000      0.000000
    -67.065356      0.000000      0.000000      0.000000
    -65.534930      0.000000      0.000000      0.000000
    -64.004503      3.488435      0.000000      3.488435
    -62.474077      0.000000      0.000000      0.000000
    -60.943650      0.000000      0.000000      0.000000
    -59.413224      0.000000      0.000000      0.000000
    -57.882797      0.000000      0.000000      0.000000
    -56.352371      0.000000      0.000000      0.000000
    -54.821944      0.000000      0.000000      0.000000
    -53.291518      0.000000      0.000000      0.000000
    -51.761091      0.000000      0.000000      0.000000
    -50.230665      0.000000      0.000000      0.000000
    -48.700239      0.000000      0.000000      0.000000
    -47.169812      0.000000      0.000000      0.000000
    -45.639386      0.000000      0.000000      0.000000
    -44.108959      0.000000      0.000000      0.000000
    -42.578533      0.000000      0.000000      0.000000
    -41.048106      0.000000      0.000000      0.000000
    -39.517680      0.000000      0.000000      0.000000
    -37.987253      0.000000      0.000000      0.000000
    -36.456827      0.000000      0.000000      0.000000
    -34.926400      0.000000      0.000000      0.000000
    -33.395974      0.000000      0.000000      0.000000
    -31.865547      0.000000      0.000000      0.000000
    -30.335121      0.000000      0.000000      0.000000
    -28.804694      0.000000      0.000000      0.000000
    -27.274268      0.000000      0.000000      0.000000
    -25.743842      0.000000      0.000000      0.000000
    -24.213415      0.000000      0.000000      0.000000
    -22.682989      0.000000      0.000000      0.000000
    -21.152562      0.000000      0.000000      0.000000
    -19.622136      0.000000      0.000000      0.000000
    -18.091709      0.000000      0.000000      0.000000
